gorgiasdomain,executionid,timestamp,summarize_question,automated,processed_question,cluster,summary_question
ekster,58b71ed4-6121-4b8d-823c-2d0aa809a8b7,2024-06-07T13:33:44.657000,"""How can I successfully process a warranty claim when the system is not allowing me to do so?""",False,successfully process warranty claim system allowing,0,How can I successfully process a warranty claim or return for a defective product?
ekster,0e228928-1d3e-4554-aab1-49ee9f1e5330,2024-06-07T13:31:21.766000,"""Why do my cards fall out of my new Ekster wallet when tipped upside down without pushing the button?""",True,cards fall new ekster wallet tipped upside without pushing button,8,How do I get a replacement or repair for my malfunctioning or defective Ekster wallet?
ekster,0e228928-1d3e-4554-aab1-49ee9f1e5330,2024-06-07T13:31:21.766000,"""Is the Ekster wallet supposed to retain cards securely without them falling out?""",True,ekster wallet supposed retain cards securely without falling,8,How do I get a replacement or repair for my malfunctioning or defective Ekster wallet?
ekster,0e228928-1d3e-4554-aab1-49ee9f1e5330,2024-06-07T13:31:21.766000,"""Can I return the Ekster wallet if it is faulty, or can I receive a replacement?""",True,return ekster wallet faulty receive replacement,8,How do I get a replacement or repair for my malfunctioning or defective Ekster wallet?
ekster,73f50f38-bf5b-4298-8d94-b761674b7d24,2024-06-07T13:27:09.770999,"""Why has my package been marked as delivered when I have not received it despite being present at home at stated delivery time?""",False,package marked delivered received despite present home stated delivery time,3,How can I get assistance with a missing or incorrectly delivered package?
ekster,41dc9e49-8dc7-444f-86e9-0b2d588b4a65,2024-06-07T12:34:03.957000,"""Why are there multiple pending charges on my credit card, and how can I ensure that only the correct charge will be finalized?""",False,multiple pending charges credit card ensure correct charge finalized,4,"How can customers resolve issues with Ekster and Chipolo tracker cards, including charging, connection, and warranty claims?"
ekster,e4aac117-e1a0-4c0f-b971-f2149ca89b19,2024-06-07T12:19:10.302999,"""When will the replacement for my broken wallet be shipped?""",False,replacement broken wallet shipped,8,How do I get a replacement or repair for my malfunctioning or defective Ekster wallet?
ekster,2d7a906e-890a-4d6a-8bab-120539037fde,2024-06-07T12:16:09.260999,"""Why isn't my extra card charging, and how can I troubleshoot it?""",True,extra card charging troubleshoot,4,"How can customers resolve issues with Ekster and Chipolo tracker cards, including charging, connection, and warranty claims?"
ekster,6420f621-99b3-46aa-aefa-1e5de35058ba,2024-06-07T12:07:03.721999,"""How do I return a product if I checked out as a guest?""",True,return product checked guest,2,What are the steps to return an item and get a refund for a recent order?
ekster,6420f621-99b3-46aa-aefa-1e5de35058ba,2024-06-07T12:07:03.721999,"""Can you assist me with processing a return?""",True,assist processing return,0,How can I successfully process a warranty claim or return for a defective product?
ekster,6420f621-99b3-46aa-aefa-1e5de35058ba,2024-06-07T12:07:03.721999,"""What is the procedure for guests to return items?""",True,procedure guests return items,2,What are the steps to return an item and get a refund for a recent order?
ekster,5c879292-ce86-4491-9c57-efaed60caad8,2024-06-07T12:00:44.155999,"""Can my contact information be sufficient for a warranty claim if I cannot find my order number or date of purchase?""",True,contact information sufficient warranty claim find order number date purchase,0,How can I successfully process a warranty claim or return for a defective product?
ekster,946563b9-d795-4dcc-a93f-582a1901d49d,2024-06-07T11:54:40.184000,"""How do I get a replacement for my defective Ekster Cardholder under warranty?""",True,get replacement defective ekster cardholder warranty,8,How do I get a replacement or repair for my malfunctioning or defective Ekster wallet?
ekster,f2c23d4f-2ba9-4cf4-85c5-c4412b003eef,2024-06-07T11:53:13.859999,"""What steps should be taken when the Tracker Card does not connect to the Chipolo app despite repeated attempts?""",False,steps taken tracker card connect chipolo app despite repeated attempts,4,"How can customers resolve issues with Ekster and Chipolo tracker cards, including charging, connection, and warranty claims?"
ekster,f2c23d4f-2ba9-4cf4-85c5-c4412b003eef,2024-06-07T11:53:13.859999,"""What troubleshooting measures are suggested for a Tracker Card pairing issue with the Chipolo app?""",False,troubleshooting measures suggested tracker card pairing issue chipolo app,4,"How can customers resolve issues with Ekster and Chipolo tracker cards, including charging, connection, and warranty claims?"
ekster,f2c23d4f-2ba9-4cf4-85c5-c4412b003eef,2024-06-07T11:53:13.859999,"""What can be done if resetting a Tracker belonging to a partner product does not fix the connection issue?""",False,done resetting tracker belonging partner product fix connection issue,4,"How can customers resolve issues with Ekster and Chipolo tracker cards, including charging, connection, and warranty claims?"
ekster,76cc253c-c75c-4627-9e9e-c4004e7b413b,2024-06-07T10:37:00.917000,"""Will my order arrive in time for Father's Day?""",True,order arrive time father day,9,"How can I check the status or modify my order, including delivery and promotional issues?"
ekster,76cc253c-c75c-4627-9e9e-c4004e7b413b,2024-06-07T10:37:00.917000,"""Can I receive the discount from a sale that started after I placed my order?""",True,receive discount sale started placed order,9,"How can I check the status or modify my order, including delivery and promotional issues?"
ekster,ca926f0d-0482-4fef-b6a1-4ba4c1fdeaad,2024-06-07T08:54:06.543999,"""My order never arrived even though it shows as delivered on the tracking page, should I contact the postal service or will the store handle this issue?""",True,order never arrived even though shows delivered tracking page contact postal service store handle issue,7,What should I do if my tracking number shows the order as delivered but I haven't received it?
ekster,38249e56-ab84-4aee-adf1-0c1160338910,2024-06-07T08:40:04.542000,"""How can my issue with the damaged wallet I purchased be resolved?""",True,issue damaged wallet purchased resolved,8,How do I get a replacement or repair for my malfunctioning or defective Ekster wallet?
ekster,28510c0c-0929-4a88-8277-ce1c6b5410de,2024-06-07T05:12:32.374000,"""Why hasn't my order been shipped yet?""",False,order shipped yet,9,"How can I check the status or modify my order, including delivery and promotional issues?"
ekster,28510c0c-0929-4a88-8277-ce1c6b5410de,2024-06-07T05:12:32.374000,"""When will I receive the shipping confirmation and tracking number for my order?""",False,receive shipping confirmation tracking number order,7,What should I do if my tracking number shows the order as delivered but I haven't received it?
ekster,28510c0c-0929-4a88-8277-ce1c6b5410de,2024-06-07T05:12:32.374000,"""What should I do if I haven't received a shipping confirmation past the expected time frame?""",False,received shipping confirmation past expected time frame,3,How can I get assistance with a missing or incorrectly delivered package?
ekster,cfc4aec9-4d3b-460c-99f5-9e30b172f568,2024-06-07T04:21:22.632999,"""Why is my tracker card not connecting to the Chipolo app even after following all setup instructions?""",True,tracker card connecting chipolo app even following setup instructions,4,"How can customers resolve issues with Ekster and Chipolo tracker cards, including charging, connection, and warranty claims?"
ekster,cfc4aec9-4d3b-460c-99f5-9e30b172f568,2024-06-07T04:21:22.632999,"""What can I do when my tracker card gives an 'Error, please try again' message after repeated attempts to connect?""",True,tracker card gives please try message repeated attempts connect,4,"How can customers resolve issues with Ekster and Chipolo tracker cards, including charging, connection, and warranty claims?"
ekster,186a53b7-1afa-4364-b0c5-dd42402b4713,2024-06-07T03:54:21.048000,"""Why won't my tracker card connect to the Chipolo app despite numerous attempts?""",True,wo tracker card connect chipolo app despite numerous attempts,4,"How can customers resolve issues with Ekster and Chipolo tracker cards, including charging, connection, and warranty claims?"
ekster,eff0ef92-d92a-4dea-97cc-6c24396b811c,2024-06-07T03:21:15.575000,"""Where is my order that I placed on May 22?""",True,order placed may 22,9,"How can I check the status or modify my order, including delivery and promotional issues?"
ekster,eff0ef92-d92a-4dea-97cc-6c24396b811c,2024-06-07T03:21:15.575000,"""Why has my order not arrived after several days?""",True,order arrived several days,9,"How can I check the status or modify my order, including delivery and promotional issues?"
ekster,eff0ef92-d92a-4dea-97cc-6c24396b811c,2024-06-07T03:21:15.575000,"""Can I get an update on my shipment status?""",True,get update shipment status,3,How can I get assistance with a missing or incorrectly delivered package?
ekster,eff0ef92-d92a-4dea-97cc-6c24396b811c,2024-06-07T03:21:15.575000,"""If my order is not going to be delivered, can I receive a refund?""",True,order going delivered receive refund,2,What are the steps to return an item and get a refund for a recent order?
ekster,59f33562-7874-4b08-b2b6-467695b89a87,2024-06-07T03:15:31.884999,"""How do I cancel an order I recently made?""",False,cancel order recently made,6,How can customers address issues with applying promotional codes and canceling orders?
ekster,f24ae646-a45f-4a0d-a799-1db7b7126708,2024-06-07T02:49:12.885999,"""Can I change the shipping address on an order placed today?""",False,change shipping address order placed today,5,How can I update or correct shipping and billing addresses for recent orders?
ekster,d80e7671-6c99-407b-be3a-960af78d053e,2024-06-07T02:20:03.592999,"""Will a magnet in a multi-tool card damage an electronic finder card if kept in the same wallet?""",True,magnet card damage electronic finder card kept wallet,8,How do I get a replacement or repair for my malfunctioning or defective Ekster wallet?
ekster,43acc559-c237-43f3-ba1d-bfa4e9e7baea,2024-06-07T02:12:49.884000,"""Will the magnet in my multi tool card damage my electronic finder card if placed next to each other?""",True,magnet multi tool card damage electronic finder card placed next,4,"How can customers resolve issues with Ekster and Chipolo tracker cards, including charging, connection, and warranty claims?"
ekster,7dec73e7-3d3b-4c07-8d92-03c2a5f36817,2024-06-07T02:12:44.604000,"""Can you provide information on your buy now pay later scheme?""",False,provide information buy pay later scheme,0,How can I successfully process a warranty claim or return for a defective product?
ekster,95bde4fa-346e-49bd-8f7f-1621abd293e7,2024-06-07T02:03:46.407999,"""Can the cancellation of my order be reverted so I can apply the promotional offer again?""",False,cancellation order reverted apply promotional offer,6,How can customers address issues with applying promotional codes and canceling orders?
ekster,95bde4fa-346e-49bd-8f7f-1621abd293e7,2024-06-07T02:03:46.407999,"""Is there a way to still get the 10% discount since my promotional offer is now showing as already used after a mistaken cancellation?""",False,way still get 10 discount since promotional offer showing already used mistaken cancellation,6,How can customers address issues with applying promotional codes and canceling orders?
ekster,13213218-c840-42b3-bfd6-df98863aea95,2024-06-07T02:03:35.569000,"""How can I return a wallet whose color does not meet my expectations and exchange it for a different one?""",True,return wallet whose color meet expectations exchange different one,1,How can I resolve issues with incorrect or incomplete wallet orders and unwanted emails?
ekster,13213218-c840-42b3-bfd6-df98863aea95,2024-06-07T02:03:35.569000,"""What is the process for exchanging an item that was delivered late and to the wrong address?""",True,process exchanging item delivered late wrong address,5,How can I update or correct shipping and billing addresses for recent orders?
ekster,a170de73-c184-4de6-80be-3575b3d637a0,2024-06-07T01:36:18.206000,"""Why has my card been charged twice for $156 without my authorization?""",False,card charged twice 156 without authorization,4,"How can customers resolve issues with Ekster and Chipolo tracker cards, including charging, connection, and warranty claims?"
ekster,11837d20-6af3-4031-93dd-1c2c87416cdf,2024-06-07T01:32:24.206000,"""Can you update the zip code on my order to 28115?""",False,update zip code order 28115,5,How can I update or correct shipping and billing addresses for recent orders?
ekster,11837d20-6af3-4031-93dd-1c2c87416cdf,2024-06-07T01:32:24.206000,"""Can you correct the number associated with my order from 5650 to 5658?""",False,correct number associated order 5650 5658,9,"How can I check the status or modify my order, including delivery and promotional issues?"
ekster,16f889c8-9995-4599-bfc2-7f41f240ea7e,2024-06-07T01:26:09.493999,"""How to proceed when a package is reported missing after being left unattended at the delivery location?""",True,proceed package reported missing left unattended delivery location,3,How can I get assistance with a missing or incorrectly delivered package?
ekster,9796bd02-1ea2-4f6b-93ab-83202f5aa1fd,2024-06-07T01:07:50.905999,"""How do I change the delivery address after placing an order?""",False,change delivery address placing order,5,How can I update or correct shipping and billing addresses for recent orders?
ekster,a278a69e-79b3-43ef-b6c8-ed85d068833c,2024-06-07T01:00:21.325000,"""Why was my shipment returned when I did not request a return and the address provided was correct?""",False,shipment returned request return address provided correct,3,How can I get assistance with a missing or incorrectly delivered package?
ekster,a278a69e-79b3-43ef-b6c8-ed85d068833c,2024-06-07T01:00:21.325000,"""What specific address details might be missing that caused the issue with my shipment delivery?""",False,specific address details might missing caused issue shipment delivery,3,How can I get assistance with a missing or incorrectly delivered package?
ekster,e01ace25-4534-43fc-94b3-b3dadedf7b8d,2024-06-07T00:54:56.476000,"""Why has my shipment been returned when I did not request a return and the address was correct?""",True,shipment returned request return address correct,3,How can I get assistance with a missing or incorrectly delivered package?
ekster,fb822caa-a427-4153-aacb-8369ad493b74,2024-06-07T00:45:25.664999,"""What should I do if I haven't received my order yet?""",True,received order yet,9,"How can I check the status or modify my order, including delivery and promotional issues?"
ekster,f86b202d-dadb-4b21-ae03-92b522a3dd04,2024-06-07T00:40:04.255000,"""How do I proceed with a warranty claim for a defective wallet?""",False,proceed warranty claim defective wallet,8,How do I get a replacement or repair for my malfunctioning or defective Ekster wallet?
ekster,3b904a79-dea6-453f-ac33-cc04c8112372,2024-06-07T00:35:49.319999,"""How do I get my card that won't charge replaced under warranty?""",True,get card wo charge replaced warranty,4,"How can customers resolve issues with Ekster and Chipolo tracker cards, including charging, connection, and warranty claims?"
ekster,12cd9dad-cfed-4ea6-b250-79377cab024c,2024-06-07T00:29:04.415999,"""How do I get a warranty replacement for a card that won't charge?""",True,get warranty replacement card wo charge,4,"How can customers resolve issues with Ekster and Chipolo tracker cards, including charging, connection, and warranty claims?"
ekster,a60fc9c8-f9eb-4488-9d17-21414d15869e,2024-06-07T00:22:29.239000,"""What is the warranty policy for the Wallet for AirTag?""",True,warranty policy wallet airtag,8,How do I get a replacement or repair for my malfunctioning or defective Ekster wallet?
ekster,a60fc9c8-f9eb-4488-9d17-21414d15869e,2024-06-07T00:22:29.239000,"""Is it possible to get a replacement for a wallet that can no longer fan out cards?""",True,possible get replacement wallet longer fan cards,8,How do I get a replacement or repair for my malfunctioning or defective Ekster wallet?
ekster,b8855cce-f0f1-4909-adff-52786cf85ec3,2024-06-07T00:17:06.894000,"""Can I change the shipping address for an order that may be delivered while I am out of town?""",False,change shipping address order may delivered town,5,How can I update or correct shipping and billing addresses for recent orders?
ekster,0c50a899-f5e9-4eb2-8d75-6566a72853b4,2024-06-06T23:22:08.957000,"""Can you ensure the billing address is separate from the shipping address and that pricing information is not sent with the gift?""",False,ensure billing address separate shipping address pricing information sent gift,5,How can I update or correct shipping and billing addresses for recent orders?
ekster,f6f86fdf-9138-476d-86ea-698cc33ed1c9,2024-06-06T23:21:31.345000,"""Do you sell replacement silicone bands for the Eckster wallets?""",True,sell replacement silicone bands eckster wallets,8,How do I get a replacement or repair for my malfunctioning or defective Ekster wallet?
ekster,39923f70-2368-46c6-bd9c-6f637a4e863f,2024-06-06T23:14:02.563999,"""Why has my order tracking not updated since May 28th?""",True,order tracking updated since may 28th,7,What should I do if my tracking number shows the order as delivered but I haven't received it?
ekster,39923f70-2368-46c6-bd9c-6f637a4e863f,2024-06-06T23:14:02.563999,"""Can you resend the link for tracking my order?""",True,resend link tracking order,7,What should I do if my tracking number shows the order as delivered but I haven't received it?
ekster,bf83d3b2-5396-4ecc-8794-5093b7a63fc0,2024-06-06T22:56:07.411999,"""What should I do if my order shows delivered but I haven't received it?""",False,order shows delivered received,9,"How can I check the status or modify my order, including delivery and promotional issues?"
ekster,bf83d3b2-5396-4ecc-8794-5093b7a63fc0,2024-06-06T22:56:07.411999,"""Can you assist me with a package that tracking shows as delivered but is not at my delivery location?""",False,assist package tracking shows delivered delivery location,3,How can I get assistance with a missing or incorrectly delivered package?
ekster,bf83d3b2-5396-4ecc-8794-5093b7a63fc0,2024-06-06T22:56:07.411999,"""What steps should I take after confirming my address if my order is still missing?""",False,steps take confirming address order still missing,5,How can I update or correct shipping and billing addresses for recent orders?
ekster,9b1984cb-9bdc-4309-a823-b0e552267036,2024-06-06T22:52:22.302999,"""What should I do if the tracking says my order was delivered, but I haven't received it?""",True,tracking says order delivered received,7,What should I do if my tracking number shows the order as delivered but I haven't received it?
ekster,15b4a212-71d3-4165-a8f1-0f045251d72c,2024-06-06T22:42:07.711999,"""Can you help with a malfunctioning wallet mechanism?""",True,help malfunctioning wallet mechanism,8,How do I get a replacement or repair for my malfunctioning or defective Ekster wallet?
ekster,c2bfb5fb-df56-4064-98b0-14b8753fb092,2024-06-06T22:35:46.634999,"""My package shows as delivered but I did not receive it. What should I do next?""",True,package shows delivered receive next,3,How can I get assistance with a missing or incorrectly delivered package?
ekster,e8e302a7-0ba2-4070-9af4-472490de6071,2024-06-06T22:27:48.500000,"""Why did I receive something different from what I ordered?""",True,receive something different ordered,9,"How can I check the status or modify my order, including delivery and promotional issues?"
ekster,e27ff776-1abe-40c0-8654-ffd92a6e55b3,2024-06-06T22:22:43.325999,"""Can I get a call back regarding the incorrect item I received?""",True,get call back regarding incorrect item received,2,What are the steps to return an item and get a refund for a recent order?
ekster,bca102d0-85ae-40a8-8571-de63160f6ac8,2024-06-06T22:13:51.865000,"""What should I do if my package shows as delivered but I haven't received it?""",True,package shows delivered received,3,How can I get assistance with a missing or incorrectly delivered package?
ekster,bca102d0-85ae-40a8-8571-de63160f6ac8,2024-06-06T22:13:51.865000,"""How can I locate a package that was not delivered to me despite showing as delivered on the tracking system?""",True,locate package delivered despite showing delivered tracking system,3,How can I get assistance with a missing or incorrectly delivered package?
ekster,4096e373-c433-4fc8-a04f-369a80be3dd9,2024-06-06T22:12:07.582000,"""Why haven't I received my package?""",True,received package,3,How can I get assistance with a missing or incorrectly delivered package?
ekster,95519681-0a99-42fb-8da4-d69d016c01cf,2024-06-06T22:05:17.598000,"""How can I get a refund to my original payment method instead of store credit?""",True,get refund original payment method instead store credit,2,What are the steps to return an item and get a refund for a recent order?
ekster,b1e408d9-8982-4858-998a-1e222c15f83e,2024-06-06T21:49:58.990999,"""My Tracker Card is not charging properly; what can I do next since the suggested troubleshooting steps didn't resolve the issue?""",False,tracker card charging properly next since suggested troubleshooting steps resolve issue,4,"How can customers resolve issues with Ekster and Chipolo tracker cards, including charging, connection, and warranty claims?"
ekster,80073d65-59d6-4038-92d9-026ee030c77d,2024-06-06T21:46:47.690999,"""How do I fix a low battery issue on my solar panel locator (Chipolo) after charging for over 3 hours and following the troubleshooting steps on the website?""",True,fix low battery issue solar panel locator chipolo charging 3 hours following troubleshooting steps website,4,"How can customers resolve issues with Ekster and Chipolo tracker cards, including charging, connection, and warranty claims?"
ekster,124145a5-a1eb-44e9-b609-8a7132497f7f,2024-06-06T21:39:28.471999,"""How do I proceed with a return for items from my recent order?""",True,proceed return items recent order,2,What are the steps to return an item and get a refund for a recent order?
ekster,78ff03f9-3a0b-47d8-affa-571e0608ab8d,2024-06-06T21:24:52.786000,"""Can my refund be issued for the returned order that failed to deliver?""",False,refund issued returned order failed deliver,2,What are the steps to return an item and get a refund for a recent order?
ekster,f508ed71-068f-40aa-909a-2fce3e467347,2024-06-06T21:14:36.572999,"""How do I install the Key Tracker I received?""",True,install key tracker received,4,"How can customers resolve issues with Ekster and Chipolo tracker cards, including charging, connection, and warranty claims?"
ekster,c6ad6946-7249-49a5-b202-2b45d1a722c6,2024-06-06T20:57:08.512000,"""How can I cancel my order?""",False,cancel order,6,How can customers address issues with applying promotional codes and canceling orders?
ekster,bbfc805b-70b9-4a74-b0fa-7f8676198bee,2024-06-06T20:35:42.683000,"""Where can I find the batch ID for the items I need to return?""",False,find batch id items need return,2,What are the steps to return an item and get a refund for a recent order?
ekster,bbfc805b-70b9-4a74-b0fa-7f8676198bee,2024-06-06T20:35:42.683000,"""Are items without the plastic wrap still considered unused and returnable?""",False,items without plastic wrap still considered unused returnable,2,What are the steps to return an item and get a refund for a recent order?
ekster,bbfc805b-70b9-4a74-b0fa-7f8676198bee,2024-06-06T20:35:42.683000,"""Why is there a shipping charge for returns when the website mentions free returns?""",False,shipping charge returns website mentions free returns,2,What are the steps to return an item and get a refund for a recent order?
ekster,94c4388a-99fc-4ec7-8ea8-aec83e549b94,2024-06-06T20:17:40.128000,"""How can I update my shipping address on the warranty claim form since the system isn't allowing me to do so?""",False,update shipping address warranty claim form since system allowing,5,How can I update or correct shipping and billing addresses for recent orders?
ekster,053184e5-25b3-42d5-bc83-5dc6ffa508fc,2024-06-06T20:07:16.585999,"""How can I return a product that didn't meet my expectations?""",True,return product meet expectations,2,What are the steps to return an item and get a refund for a recent order?
ekster,d2749458-3413-42fb-9483-55b87a5fdd69,2024-06-06T20:03:14.309999,"""What should I do now since the post office admitted to delivering my package to the wrong address and attempts to retrieve it are underway?""",True,since post office admitted delivering package wrong address attempts retrieve underway,3,How can I get assistance with a missing or incorrectly delivered package?
ekster,940890f2-bdec-4c91-b39f-994ab2e05531,2024-06-06T19:59:34.740000,"""Can you provide the tracking information for my order placed recently?""",False,provide tracking information order placed recently,7,What should I do if my tracking number shows the order as delivered but I haven't received it?
ekster,8575ef7f-6a2c-46cf-9f06-f2d5e7ea53ca,2024-06-06T19:44:34.032999,"""Can I get free standard shipping on my order instead of priority shipping?""",False,get free standard shipping order instead priority shipping,9,"How can I check the status or modify my order, including delivery and promotional issues?"
ekster,8575ef7f-6a2c-46cf-9f06-f2d5e7ea53ca,2024-06-06T19:44:34.032999,"""How do I get tracking details for the standard shipping?""",False,get tracking details standard shipping,7,What should I do if my tracking number shows the order as delivered but I haven't received it?
ekster,8575ef7f-6a2c-46cf-9f06-f2d5e7ea53ca,2024-06-06T19:44:34.032999,"""Could you provide a special accommodation to compensate for the shipping label issue and my friend's missed birthday present?""",False,could provide special accommodation compensate shipping label issue friend missed birthday present,3,How can I get assistance with a missing or incorrectly delivered package?
ekster,38917f65-b9ac-4ada-b971-144ec53e527b,2024-06-06T19:35:29.829999,"""Can I get free delivery on my order?""",True,get free delivery order,9,"How can I check the status or modify my order, including delivery and promotional issues?"
ekster,42651813-705d-4b13-a592-7e4b19c13141,2024-06-06T19:28:50.582000,"""How do I return all items ordered?""",True,return items ordered,2,What are the steps to return an item and get a refund for a recent order?
ekster,a68dcaf9-ec1b-4876-acf9-1773278e7263,2024-06-06T19:11:02.210000,"""What should I do if tracking shows my order as delivered, but I haven't received it?""",True,tracking shows order delivered received,7,What should I do if my tracking number shows the order as delivered but I haven't received it?
ekster,3cf6bca5-a90d-4691-b7b3-37335ed78865,2024-06-06T18:54:02.474999,"""Why haven't I received my replacement product after providing all the required information on the return portal?""",False,received replacement product providing required information return portal,0,How can I successfully process a warranty claim or return for a defective product?
ekster,69d8c363-52ae-4bb1-96ce-50f749569c68,2024-06-06T18:30:22.256000,"""Is it possible to get a replacement of the stretched-out elastic band on my Esker wallet?""",True,possible get replacement elastic band esker wallet,8,How do I get a replacement or repair for my malfunctioning or defective Ekster wallet?
ekster,a07235f3-f201-4c4a-905a-abe94db8d4fb,2024-06-06T18:07:19.276000,"""How can I receive the wallet I paid for which was marked as delivered but was never received?""",True,receive wallet paid marked delivered never received,1,How can I resolve issues with incorrect or incomplete wallet orders and unwanted emails?
ekster,073c88a8-10f0-414d-b62b-9b363f51744e,2024-06-06T18:02:39.227999,"""Why did my order arrive without the included gift bag as advertised?""",False,order arrive without included gift bag advertised,1,How can I resolve issues with incorrect or incomplete wallet orders and unwanted emails?
ekster,914b5f05-0e98-4223-9eeb-13eb958a39b8,2024-06-06T17:53:15.744999,"""How do I handle an error during the return process when the original payment method refund is not available?""",False,handle error return process original payment method refund available,2,What are the steps to return an item and get a refund for a recent order?
ekster,e17bc621-48e9-40f5-bc88-c1853b215166,2024-06-06T17:52:52.270999,"""How can I return my Order?""",True,return order,2,What are the steps to return an item and get a refund for a recent order?
ekster,f322a6ee-eed9-49b8-ad1e-64b8c3c11e1d,2024-06-06T17:46:51.183000,"""How can I return my order?""",True,return order,2,What are the steps to return an item and get a refund for a recent order?
ekster,45e33bae-261d-4c14-b70d-1599b4db6633,2024-06-06T17:45:03.382999,"""How can I return my order?""",True,return order,2,What are the steps to return an item and get a refund for a recent order?
ekster,f527b4c0-08d1-4bee-97a2-1cb357180def,2024-06-06T17:44:01.529000,"""Is it possible to have my order reshipped since it was marked as delivered but never arrived?""",False,possible order reshipped since marked delivered never arrived,9,"How can I check the status or modify my order, including delivery and promotional issues?"
ekster,f527b4c0-08d1-4bee-97a2-1cb357180def,2024-06-06T17:44:01.529000,"""Can the reshipment be sent to an alternative address where someone will always be present to receive it?""",False,reshipment sent alternative address someone always present receive,5,How can I update or correct shipping and billing addresses for recent orders?
ekster,8ec85ee3-f54d-41ea-b680-99f009fe3a5a,2024-06-06T17:42:33.519999,"""How can I return my order for a refund?""",True,return order refund,2,What are the steps to return an item and get a refund for a recent order?
ekster,766411b8-ecf0-4d44-acb3-147cdf874b5c,2024-06-06T17:40:24.947999,"""How can I replace a loose cash strap on my wallet?""",False,replace loose cash strap wallet,8,How do I get a replacement or repair for my malfunctioning or defective Ekster wallet?
ekster,5164cdbb-0b10-4a87-873b-a6389045b135,2024-06-06T17:39:53.335000,"""How can I return my order?""",True,return order,2,What are the steps to return an item and get a refund for a recent order?
ekster,7fd94ac4-3b86-4aac-86c4-f5385ae907a6,2024-06-06T17:39:46.736999,"""How can I get assistance with a missing package that was erroneously delivered due to incorrect labeled address?""",False,get assistance missing package erroneously delivered due incorrect labeled address,3,How can I get assistance with a missing or incorrectly delivered package?
ekster,7fd94ac4-3b86-4aac-86c4-f5385ae907a6,2024-06-06T17:39:46.736999,"""What should I do if USPS confirmed delivery to an incorrect address that isn't mine?""",False,usps confirmed delivery incorrect address mine,5,How can I update or correct shipping and billing addresses for recent orders?
ekster,7fd94ac4-3b86-4aac-86c4-f5385ae907a6,2024-06-06T17:39:46.736999,"""Can you check the label that was printed for my order and help retrieve my package?""",False,check label printed order help retrieve package,9,"How can I check the status or modify my order, including delivery and promotional issues?"
ekster,7fd94ac4-3b86-4aac-86c4-f5385ae907a6,2024-06-06T17:39:46.736999,"""Is it possible to get a replacement or refund for my undelivered package?""",False,possible get replacement refund undelivered package,3,How can I get assistance with a missing or incorrectly delivered package?
ekster,4a5de395-e08d-423a-9581-ec7ab9af44fb,2024-06-06T17:39:11.637000,"""Why hasn't my order arrived despite UPS claiming delivery?""",True,order arrived despite ups claiming delivery,3,How can I get assistance with a missing or incorrectly delivered package?
ekster,4a5de395-e08d-423a-9581-ec7ab9af44fb,2024-06-06T17:39:11.637000,"""Can my order be reshipped since it wasn't found after allegedly being delivered?""",True,order reshipped since found allegedly delivered,9,"How can I check the status or modify my order, including delivery and promotional issues?"
ekster,4a5de395-e08d-423a-9581-ec7ab9af44fb,2024-06-06T17:39:11.637000,"""Is there a way to expedite the reshipment due to the urgency for my job?""",True,way expedite reshipment due urgency job,9,"How can I check the status or modify my order, including delivery and promotional issues?"
ekster,5640b3f8-01dc-47ab-a521-28319055c84e,2024-06-06T17:38:16.328999,"""Why can't I upload a screenshot to the claim site?""",False,ca upload screenshot claim site,0,How can I successfully process a warranty claim or return for a defective product?
ekster,5640b3f8-01dc-47ab-a521-28319055c84e,2024-06-06T17:38:16.328999,"""How can I proceed with my warranty claim if I am unable to send pictures via email?""",False,proceed warranty claim unable send pictures via email,0,How can I successfully process a warranty claim or return for a defective product?
ekster,5640b3f8-01dc-47ab-a521-28319055c84e,2024-06-06T17:38:16.328999,"""What steps should I take to receive a full refund for both orders due to defective products?""",False,steps take receive full refund orders due defective products,2,What are the steps to return an item and get a refund for a recent order?
ekster,5640b3f8-01dc-47ab-a521-28319055c84e,2024-06-06T17:38:16.328999,"""Can my claim be reviewed without the images since I am experiencing technical difficulties sending them?""",False,claim reviewed without images since experiencing technical difficulties sending,0,How can I successfully process a warranty claim or return for a defective product?
ekster,df8cf2d6-3c36-4050-8da3-e93b7c84a7f4,2024-06-06T17:37:22.085000,"""How can I provide proof for my warranty claim if my email account won't allow me to send pictures?""",True,provide proof warranty claim email account wo allow send pictures,0,How can I successfully process a warranty claim or return for a defective product?
ekster,df8cf2d6-3c36-4050-8da3-e93b7c84a7f4,2024-06-06T17:37:22.085000,"""What should I do when I have continuous issues with both products I've ordered and need a refund?""",True,continuous issues products ordered need refund,2,What are the steps to return an item and get a refund for a recent order?
ekster,359aed6e-ef6f-435a-a30d-acaebcd319a2,2024-06-06T17:27:38.157000,"""How do I proceed with an exchange when I'm encountering an issue with the instructions on the screen?""",True,proceed exchange encountering issue instructions screen,0,How can I successfully process a warranty claim or return for a defective product?
ekster,23001661-ce39-4cd2-90ac-c57d6cadfd9a,2024-06-06T17:23:23.719000,"""How do I initiate a partial return or refund for an item in my order?""",True,initiate partial return refund item order,2,What are the steps to return an item and get a refund for a recent order?
