gorgiasdomain,executionid,timestamp,summarize_question,automated,processed_question,cluster,summary_question
psychobunny,4112875d-a8fa-45f5-b696-976874541685,2024-06-07T20:24:18.177999,"""What should I do if part of my order is missing?""",True,part order missing,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,4112875d-a8fa-45f5-b696-976874541685,2024-06-07T20:24:18.177999,"""Will the missing item from my order be shipped separately or is there an error?""",True,missing item order shipped separately error,5,What is the status of my order and why haven't I received all items?
psychobunny,2666209b-a6c6-4780-8ddb-002d15b684e7,2024-06-07T20:13:50.398999,"""Why have the three shirts I was missing from my order not been included in the package I received?""",True,three shirts missing order included package received,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,2666209b-a6c6-4780-8ddb-002d15b684e7,2024-06-07T20:13:50.398999,"""What can be done to resolve the issue of the missing shirts from my order?""",True,done resolve issue missing shirts order,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,b3067de5-a22a-4cb4-b3d8-1a0ac7cb9d03,2024-06-07T20:06:57.387000,"""Did I include the PO BOX number in my shipping address for my order?""",False,include po box number shipping address order,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,69d1fb6c-6121-48e8-a811-6eebbbbb9f75,2024-06-07T20:05:33.815999,"""How do I change my shipping address after placing an order using Apple Pay?""",False,change shipping address placing order using apple pay,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,b9ef2b54-2ad1-4f92-a1e5-d2f6b442dae7,2024-06-07T20:03:21.607000,"""What should I do if my order shows as delivered but I didn't receive it?""",True,order shows delivered receive,5,What is the status of my order and why haven't I received all items?
psychobunny,e50a9c6a-b115-4b03-85e6-4aa17880795a,2024-06-07T19:59:26.641000,"""Why has part of my order not arrived, such as the 2 polos and shorts?""",True,part order arrived 2 polos shorts,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,d7038f14-8087-42d9-8356-6580cbafaafd,2024-06-07T19:39:45.233000,"""Why was only one shirt delivered when my order included multiple items?""",True,one shirt delivered order included multiple items,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,1b7b2740-296f-49ba-8d6b-2c0364dcd8bc,2024-06-07T19:32:19.966000,"""I have not received my package and would like a refund.""",False,received package would like refund,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,22d0a6a7-6015-4d9a-a277-358d0020d0f2,2024-06-07T19:20:47.884999,"""What can I do if an item is missing from my order?""",True,item missing order,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,22d0a6a7-6015-4d9a-a277-358d0020d0f2,2024-06-07T19:20:47.884999,"""Can the missing item be sent to me again?""",True,missing item sent,5,What is the status of my order and why haven't I received all items?
psychobunny,8aa958f0-a543-44ec-882f-4e32715ca818,2024-06-07T19:14:01.380000,"""How do I return items if the online return portal is unavailable?""",False,return items online return portal unavailable,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,1f060f67-8038-48e1-b788-5eede5f1dbcb,2024-06-07T19:09:11.706000,"""How can I return the shirts that don't fit?""",True,return shirts fit,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,3fa50f5d-593a-4fec-8556-5038521071b5,2024-06-07T19:08:45.375999,"""What is the status of the other two polo shirts from my order?""",True,status two polo shirts order,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,583384c6-2f56-4b86-b29f-8a4cc53d270a,2024-06-07T19:06:07.203000,"""Can I change the delivery location for my shirt as I entered the wrong address?""",False,change delivery location shirt entered wrong address,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,79074616-f704-4489-923f-a77f2f2f0296,2024-06-07T19:06:01.700000,"""Can I change the delivery location of my order due to an incorrect address?""",False,change delivery location order due incorrect address,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,4a70adee-4b51-4c9d-8ecf-be3e1908ee23,2024-06-07T19:04:46.023999,"""Can my order be delivered today, or can it be canceled and the express fee refunded?""",False,order delivered today canceled express fee refunded,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,a2b528e0-4455-4901-9931-8de324eb497a,2024-06-07T19:03:01.987999,"""Can you provide an update on the rest of my order?""",False,provide update rest order,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,a2b528e0-4455-4901-9931-8de324eb497a,2024-06-07T19:03:01.987999,"""Why have I only received partial shipment of my order?""",False,received partial shipment order,5,What is the status of my order and why haven't I received all items?
psychobunny,a2b528e0-4455-4901-9931-8de324eb497a,2024-06-07T19:03:01.987999,"""When will the remaining items in my order be delivered?""",False,remaining items order delivered,5,What is the status of my order and why haven't I received all items?
psychobunny,a2b528e0-4455-4901-9931-8de324eb497a,2024-06-07T19:03:01.987999,"""Can you expedite the delivery of my missing items?""",False,expedite delivery missing items,5,What is the status of my order and why haven't I received all items?
psychobunny,39e9f194-f79a-4e1f-bcff-f018c5582b3c,2024-06-07T18:55:11.381000,"""How do I return an incorrectly shipped item and receive the correct one I ordered?""",False,return incorrectly shipped item receive correct one ordered,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,524b76ce-df6f-4879-9282-899597d7ceaf,2024-06-07T18:52:08.319000,"""Why have I not received my full order?""",True,received full order,5,What is the status of my order and why haven't I received all items?
psychobunny,524b76ce-df6f-4879-9282-899597d7ceaf,2024-06-07T18:52:08.319000,"""What happened to the items that are missing from my order?""",True,happened items missing order,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,a9edb2be-ce45-4a05-9692-3226babe5aa4,2024-06-07T18:50:52.664000,"""Why is my order incomplete?""",True,order incomplete,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,76d8f5d3-2bb6-49eb-b62f-fe98e436cdff,2024-06-07T18:50:24.401999,"""How can I exchange an item for a different size because it is too small?""",True,exchange item different size small,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,a90ab6b3-1a59-467f-9c7c-07a7a7e302f7,2024-06-07T18:27:20.316999,"""Why hasn't my order arrived yet?""",True,order arrived yet,5,What is the status of my order and why haven't I received all items?
psychobunny,0351bf8d-c442-447b-bb58-b635fa1c9070,2024-06-07T18:25:39.750999,"""Why is the UPS tracking status unchanged, and why has the order not been received?""",True,ups tracking status unchanged order received,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,a9352ae1-8946-46d0-b05f-50462439b9be,2024-06-07T18:16:47.755000,"""What is the status of my order?""",True,status order,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,6801bffb-305e-414b-8187-09f586a371ae,2024-06-07T18:13:55.996999,"""What information can you provide about my recent order?""",True,information provide recent order,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,e749640d-ea2a-410c-99e2-0e1f77708749,2024-06-07T18:11:04.838999,"""How do I cancel my reorder and get a refund instead?""",False,cancel reorder get refund instead,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,b5a57290-3b1c-44f5-97d1-b2fefa74195d,2024-06-07T18:04:10.868000,"""How can I cancel an order that I mistakenly placed?""",False,cancel order mistakenly placed,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,44e70405-4c8b-47e2-b2ff-5b635ef742c5,2024-06-07T17:45:33.111999,"""How can I initiate a return for a product I purchased?""",True,initiate return product purchased,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,f34a971b-9e68-4f39-803e-33e06d3389f1,2024-06-07T17:44:12.526000,"""Does my order include a gift bag with the store's logo?""",True,order include gift bag store logo,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,8b47dc88-fa7b-4b33-bb87-d56378096404,2024-06-07T17:41:30.671000,"""Does my order include a gift bag with your logo on it for Father's Day?""",False,order include gift bag logo father day,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,3ec4992d-d962-48f6-bc53-5493e5c65037,2024-06-07T17:32:49.239000,"""Can my shipping address be updated for a recent order I placed?""",True,shipping address updated recent order placed,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,b588165a-be2c-4a67-8b76-3b8073d4e18f,2024-06-07T17:31:30.963000,"""Can I bring items to the mall for a refund and exchange rather than using the online return portal?""",True,bring items mall refund exchange rather using online return portal,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,7a30bd83-6700-4923-8eac-c9ebfba5e251,2024-06-07T17:28:38.423000,"""Has my order been shipped?""",True,order shipped,5,What is the status of my order and why haven't I received all items?
psychobunny,a9db8612-c6da-4d42-8cc0-bce7ff39303a,2024-06-07T17:25:46.227999,"""Why can't I track my package with the provided tracking number?""",False,ca track package provided tracking number,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,f6743459-82d0-453a-8242-6934e550f2ab,2024-06-07T17:18:54.092000,"""What is the current status of my request that was under review?""",False,current status request review,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,a4df2668-ecbb-4bcc-8565-9ec7091ae866,2024-06-07T17:18:31.809000,"""Why haven't I received my order?""",False,received order,5,What is the status of my order and why haven't I received all items?
psychobunny,f26eb607-a8eb-432b-86af-b3fc58ce2b97,2024-06-07T17:12:23.601999,"""Why can't I track my order?""",True,ca track order,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,6396b42c-0716-43f6-b7b2-eebfac66d96d,2024-06-07T16:51:15.676000,"""Why has my order not arrived?""",True,order arrived,5,What is the status of my order and why haven't I received all items?
psychobunny,68e7420d-50fe-4dd4-ab94-ef749f2e549a,2024-06-07T16:51:03.530999,"""Can you provide the ETA for my order that has not arrived by the expected date?""",False,provide eta order arrived expected date,5,What is the status of my order and why haven't I received all items?
psychobunny,68e7420d-50fe-4dd4-ab94-ef749f2e549a,2024-06-07T16:51:03.530999,"""Why hasn't the tracking information for my order been updated since the initial shipping dates?""",False,tracking information order updated since initial shipping dates,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,68e7420d-50fe-4dd4-ab94-ef749f2e549a,2024-06-07T16:51:03.530999,"""Could my order be stuck in customs as there have been no updates and it's past the delivery window?""",False,could order stuck customs updates past delivery window,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,3e46a204-4f9b-4b75-9cf0-a314cf21af6d,2024-06-07T16:47:06.385999,"""What is the estimated time of arrival for my order?""",True,estimated time arrival order,5,What is the status of my order and why haven't I received all items?
psychobunny,91845df9-8149-45b0-b95d-488593b9d50c,2024-06-07T16:43:46.782000,"""Why is my package not out for delivery when the scheduled delivery date is today?""",True,package delivery scheduled delivery date today,5,What is the status of my order and why haven't I received all items?
psychobunny,c780be61-9c77-4b33-8fd4-e185d1a99149,2024-06-07T16:30:38.706000,"""How do I start a return process when the system is not allowing it but customer service previously confirmed acceptance of the return?""",False,start return process system allowing customer service previously confirmed acceptance return,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,9357c8e6-8644-4b9f-9fa5-9fdc074138d3,2024-06-07T16:22:21.736000,"""How can I exchange a shirt for a larger size if it's past the return window?""",False,exchange shirt larger size past return window,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,d81a1edb-e405-4cfd-b925-cb5d97ea580a,2024-06-07T16:18:23.851000,"""Can I still return the shorts for a new size after missing the exchange window?""",True,still return shorts new size missing exchange window,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,ad5166ef-6d2d-473f-8a03-480c52c6a991,2024-06-07T16:13:29.546000,"""How can I get a refund for expedited shipping if my package is arriving late?""",False,get refund expedited shipping package arriving late,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,50ac3fcd-baa2-470a-a0d2-2ccc87e27179,2024-06-07T16:03:45.970000,"""How can I get the tracking information if the link in the confirmation email is not working?""",True,get tracking information link confirmation email working,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,81ded999-dce4-4d87-8de8-0ddced2ec1d3,2024-06-07T16:00:17.292000,"""How can I change the shirt sizes in my order from Large to XL?""",True,change shirt sizes order large xl,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,53760e3e-7ef1-4653-95e8-955c77ec5b65,2024-06-07T15:52:07.816999,"""How can I confirm that my refund has been processed correctly?""",True,confirm refund processed correctly,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,73b07922-10a9-49d2-839b-fb563369fd2e,2024-06-07T15:42:23.177000,"""Why is the size of the polo I received larger than expected when the label states it is my requested size?""",False,size polo received larger expected label states requested size,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,73b07922-10a9-49d2-839b-fb563369fd2e,2024-06-07T15:42:23.177000,"""Can you confirm if the size of the polo shirt I bought is correct, as it seems too large even though the label indicates my requested size?""",False,confirm size polo shirt bought correct seems large even though label indicates requested size,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,e50da65e-ba49-43a5-a2b8-1d99d23b6695,2024-06-07T15:38:19.101000,"""Can someone call me to assist with an exchange?""",True,someone call assist exchange,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,c13f4bc8-d572-4ad3-87de-9e2871aea5cd,2024-06-07T15:38:11.426000,"""Why was an item missing from my delivered order?""",False,item missing delivered order,5,What is the status of my order and why haven't I received all items?
psychobunny,dda9c68b-ed38-4b3f-99ec-9f139631d871,2024-06-07T15:37:47.551000,"""What can be done to locate my missing packages that were supposed to be delivered by FedEx?""",False,done locate missing packages supposed delivered fedex,5,What is the status of my order and why haven't I received all items?
psychobunny,38cbdd2a-4eb0-4611-878e-25fbde43cb2c,2024-06-07T15:37:18.415999,"""How do I exchange a defective product?""",False,exchange defective product,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,38cbdd2a-4eb0-4611-878e-25fbde43cb2c,2024-06-07T15:37:18.415999,"""What is the process for documenting and exchanging a defective item?""",False,process documenting exchanging defective item,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,38cbdd2a-4eb0-4611-878e-25fbde43cb2c,2024-06-07T15:37:18.415999,"""Can I exchange a product without completing a return first?""",False,exchange product without completing return first,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,a11437da-fab9-48fd-94bc-090d3d3fdcc7,2024-06-07T15:37:07.470999,"""Can I exchange a sale item for a different size if the size I ordered was wrong?""",False,exchange sale item different size size ordered wrong,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,922422a1-5581-4c5f-b114-6df823764992,2024-06-07T15:34:17.253000,"""Where is my order?""",True,order,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,fc5c09b4-8a3c-45c9-b7b7-8b3434dbdae1,2024-06-07T15:22:51.523000,"""How can I change the zip code on my recent purchase?""",False,change zip code recent purchase,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,f7e237c7-0a95-455f-9a77-2b0c10b1d09e,2024-06-07T15:21:32.003000,"""How can I change the size of the shirts I've ordered from large to XL?""",False,change size shirts ordered large xl,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,32c29683-4cff-4f6d-974f-1172a6620103,2024-06-07T15:13:56.670000,"""What should I do if the size labeled on my clothing purchase does not match the actual size?""",True,size labeled clothing purchase match actual size,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,ac91985f-4340-449d-8a5a-7332ee7f6249,2024-06-07T15:13:27.000999,"""How can I update the shipping address for my current order?""",False,update shipping address current order,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,876be743-4c29-43a7-a887-bbef3facc09e,2024-06-07T15:07:47.427000,"""How can I exchange the shirt I ordered for a smaller size?""",True,exchange shirt ordered smaller size,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,2db8a4ea-c5d1-4f07-a08a-20cb94f66dc4,2024-06-07T14:58:25.244999,"""Is it possible to receive my order by tomorrow?""",True,possible receive order tomorrow,5,What is the status of my order and why haven't I received all items?
psychobunny,fffd14e3-95f3-4ed6-aef4-c6b7dbadbc4b,2024-06-07T14:56:19.385999,"""Why was I charged $256 for an order when not all items have shipped?""",False,charged 256 order items shipped,5,What is the status of my order and why haven't I received all items?
psychobunny,b0c034ef-a103-46d2-9b1c-e10951d8f399,2024-06-07T14:50:00.447999,"""Why can't I track my order using the provided shipping information?""",True,ca track order using provided shipping information,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,b0c034ef-a103-46d2-9b1c-e10951d8f399,2024-06-07T14:50:00.447999,"""Can I get a confirmation on my order's shipment status?""",True,get confirmation order shipment status,5,What is the status of my order and why haven't I received all items?
psychobunny,b0c034ef-a103-46d2-9b1c-e10951d8f399,2024-06-07T14:50:00.447999,"""May I receive an updated shipping number for my order?""",True,may receive updated shipping number order,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,b510391f-c310-449c-bb5e-5d0a2579f7a1,2024-06-07T14:36:52.678999,"""Why hasn't my package arrived despite being marked as out for delivery?""",False,package arrived despite marked delivery,5,What is the status of my order and why haven't I received all items?
psychobunny,b510391f-c310-449c-bb5e-5d0a2579f7a1,2024-06-07T14:36:52.678999,"""What should I do if the tracking information indicates my package is lost?""",False,tracking information indicates package lost,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,7cf71153-ee53-4afe-989d-b3d83c0aa28d,2024-06-07T14:25:34.598000,"""Why has my order not arrived yet?""",True,order arrived yet,5,What is the status of my order and why haven't I received all items?
psychobunny,7cf71153-ee53-4afe-989d-b3d83c0aa28d,2024-06-07T14:25:34.598000,"""Can you assist me with the delivery of my order?""",True,assist delivery order,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,fd239538-8f4a-4869-aa74-2c94a2bb1c0c,2024-06-07T14:23:28.698999,"""Can I get a working tracking number since the one provided is not found?""",True,get working tracking number since one provided found,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,d260cbb2-6d02-49f9-811b-d7ea018b8e86,2024-06-07T14:23:11.730999,"""Where can I return my online purchase?""",True,return online purchase,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,a1b92bcf-10a5-4056-a6c3-25032c6f835f,2024-06-07T14:15:32.069000,"""¿Cuál es el nuevo modelo de polo de reemplazo que han proporcionado?""",False,es el nuevo modelo de polo de reemplazo que han proporcionado,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,d77af780-65ba-43b7-9e33-613786bbf6e3,2024-06-07T14:13:51.733000,"""What should I do if I only received part of my order?""",True,received part order,5,What is the status of my order and why haven't I received all items?
psychobunny,1c96ee2f-4771-4263-9e1d-56545f001f4c,2024-06-07T14:12:47.213000,"""Why didn't I receive a tracking number for my purchase?""",True,receive tracking number purchase,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,f4a2c571-086b-43d9-8de7-d4789a027d9c,2024-06-07T13:57:40.864000,"""How can I return an item from my order?""",True,return item order,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,735e3754-81f7-43fb-9421-f870b64444aa,2024-06-07T13:32:18.086999,"""Can you provide the correct tracking details for my order since FedEx cannot locate the package with the details I received?""",False,provide correct tracking details order since fedex locate package details received,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,37e338ff-8835-4592-9ae9-dcbb17907e62,2024-06-07T13:25:26.987999,"""Why was an item missing from my last order?""",True,item missing last order,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,6b5412b8-321e-4d81-9b2f-e58685c1765a,2024-06-07T13:09:52.638000,"""How can I cancel a recent order to place a new one with additional items and size changes to qualify for free shipping?""",False,cancel recent order place new one additional items size changes qualify free shipping,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,f9022f95-473c-4211-ae30-7bdf60345da2,2024-06-07T13:03:44.888999,"""Why has one item from my order not been dispatched?""",False,one item order dispatched,5,What is the status of my order and why haven't I received all items?
psychobunny,a385d033-7c0b-4997-aa44-140ee7c962ca,2024-06-07T12:53:45.811000,"""How can I exchange my too-large shirts for a smaller size?""",True,exchange shirts smaller size,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,131e9d14-a862-463d-a4ba-2ec813e4454e,2024-06-07T12:41:00.325000,"""Why wasn't the full amount of money deposited into my account?""",False,full amount money deposited account,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,b96b9a11-7f90-4b01-8f09-1598027cd4de,2024-06-07T12:38:14.453999,"""What is the status of my delayed order for which tracking information is not updating?""",False,status delayed order tracking information updating,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,022f781a-f4a0-4f3e-9934-8c893a93938a,2024-06-07T12:02:28.772000,"""How do I exchange a defective item from my order?""",True,exchange defective item order,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,d032a8e3-8980-4d8e-ad36-90a5f59555b0,2024-06-07T11:38:05.193000,"""Why haven't I received part of my order and how can I get a refund if it's not available?""",True,received part order get refund available,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,17ceb6bc-005c-4793-8f7a-af51fc5982c5,2024-06-07T11:37:37.484999,"""Why can't I track my package after purchasing a shirt online?""",True,ca track package purchasing shirt online,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,f360b3a4-1a0c-4bd6-84eb-2a75eb571dee,2024-06-07T11:36:28.756999,"""Why did my order not arrive when the tracking status indicates it was delivered?""",False,order arrive tracking status indicates delivered,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,c3735071-9e57-4e1e-9d57-20a986a6065c,2024-06-07T11:34:46.828000,"""Why has my package not been delivered despite the delivery service's claim?""",True,package delivered despite delivery service claim,5,What is the status of my order and why haven't I received all items?
psychobunny,72842079-c209-4a1e-80fa-c5e08e3484b7,2024-06-07T11:16:39.717000,"""Why has my order not been shipped yet when it has a shipment date of May 30?""",True,order shipped yet shipment date may 30,5,What is the status of my order and why haven't I received all items?
psychobunny,abeb2eb8-371c-414a-9dac-abb3c4e6fed4,2024-06-07T11:02:02.164999,"""Why doesn't FedEx have any information on my shipped order?""",True,fedex information shipped order,5,What is the status of my order and why haven't I received all items?
psychobunny,e750934c-dbcb-4c73-bfc4-de7703a36323,2024-06-07T10:10:05.947000,"""Where is my order?""",False,order,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,8239acdb-404a-4710-862b-2cc87304470b,2024-06-07T08:29:51.982000,"""Why has my order not been delivered yet?""",True,order delivered yet,5,What is the status of my order and why haven't I received all items?
psychobunny,8239acdb-404a-4710-862b-2cc87304470b,2024-06-07T08:29:51.982000,"""Can I have an update on this order or get a refund?""",True,update order get refund,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,b936181d-89f5-403e-915a-a91fb4b71ffd,2024-06-07T08:20:53.045000,"""When will the missing shirt from my order be delivered?""",True,missing shirt order delivered,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,fdffc13e-d5b9-420e-810a-c70db3f9b5f1,2024-06-07T07:03:10.417999,"""Why has DHL not received the package that was supposedly sent?""",False,dhl received package supposedly sent,5,What is the status of my order and why haven't I received all items?
psychobunny,436cedde-b872-4381-9ba5-af84ee2f11b5,2024-06-07T07:00:58.335000,"""Can I cancel my purchase and change my payment method to pay in installments through Afterpay?""",False,cancel purchase change payment method pay installments afterpay,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,e597a83f-41f4-4cb1-af62-f12c2af5e682,2024-06-07T06:29:17.858999,"""Why have I not received any information about my package delivery status?""",True,received information package delivery status,5,What is the status of my order and why haven't I received all items?
psychobunny,8e03faaf-7681-4475-ae93-203b90b043f2,2024-06-07T06:03:20.446000,"""How can I get a refund for an accidental order?""",False,get refund accidental order,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,3c086f02-c17e-4f83-b08b-73ae921f33e6,2024-06-07T06:02:36.000999,"""Why is one of the items from my order missing?""",True,one items order missing,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,3bd8a550-c4eb-4eaa-8d78-b324641a91a9,2024-06-07T05:58:41.318000,"""What has happened with my order since I have not received it yet?""",True,happened order since received yet,5,What is the status of my order and why haven't I received all items?
psychobunny,882a4906-f34b-41c6-9d99-6f461c73a49a,2024-06-07T05:58:28.243999,"""Why hasn't my order arrived within the 3-5 day shipping window?""",True,order arrived within day shipping window,5,What is the status of my order and why haven't I received all items?
psychobunny,882a4906-f34b-41c6-9d99-6f461c73a49a,2024-06-07T05:58:28.243999,"""Why is the tracking link in the email not working?""",True,tracking link email working,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,148a76e0-aae2-4b83-8dfe-2a746c162898,2024-06-07T05:35:48.493999,"""Why hasn't my order arrived yet, and why can't I find any record of the tracking number on the FedEx website?""",False,order arrived yet ca find record tracking number fedex website,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,f70b24f0-3d8a-4d27-a8e5-54f6ccd92045,2024-06-07T05:31:09.148999,"""Can you remove the unwanted golf balls from my order?""",False,remove unwanted golf balls order,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,c7268321-2318-4443-88d4-ce8b196bdd05,2024-06-07T05:30:45.617000,"""Can you provide details of your complaints process?""",False,provide details complaints process,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,87649e41-5180-4a0a-bce8-fe4c13971159,2024-06-07T05:29:33.744999,"""What can I do if I've received only part of my order and can't get through to customer service?""",False,received part order ca get customer service,5,What is the status of my order and why haven't I received all items?
psychobunny,87649e41-5180-4a0a-bce8-fe4c13971159,2024-06-07T05:29:33.744999,"""How do I resolve an incomplete delivery when the tracking shows it as delivered?""",False,resolve incomplete delivery tracking shows delivered,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,87649e41-5180-4a0a-bce8-fe4c13971159,2024-06-07T05:29:33.744999,"""What steps should I take if I received the gift box but not the actual order?""",False,steps take received gift box actual order,5,What is the status of my order and why haven't I received all items?
psychobunny,66f6e6a4-feea-4d96-bc3e-49f0ac735616,2024-06-07T05:27:35.384999,"""Why is my package marked as delivered when I haven't received it?""",True,package marked delivered received,5,What is the status of my order and why haven't I received all items?
psychobunny,7e94b867-c2ce-40ff-a585-f24adbd60dfe,2024-06-07T05:26:03.190000,"""Why has my outfit not been received while only the gift box has arrived?""",True,outfit received gift box arrived,5,What is the status of my order and why haven't I received all items?
psychobunny,56fcff1e-a706-4e79-804a-3cf7ebcdb06f,2024-06-07T05:02:24.595999,"""How can I get my returned order re-delivered?""",False,get returned order,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,56fcff1e-a706-4e79-804a-3cf7ebcdb06f,2024-06-07T05:02:24.595999,"""What are my options after my order was returned by UPS due to a failed delivery attempt?""",False,options order returned ups due failed delivery attempt,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,426a7297-1929-46f0-a8ef-9f24e39c568e,2024-06-07T04:37:00.127000,"""Which items are available for shipping to France?""",True,items available shipping france,5,What is the status of my order and why haven't I received all items?
