gorgiasdomain,executionid,timestamp,summarize_question,automated
psychobunny,922422a1-5581-4c5f-b114-6df823764992,2024-06-07T15:34:17.253000,"""Where is my order?""",true
psychobunny,fc5c09b4-8a3c-45c9-b7b7-8b3434dbdae1,2024-06-07T15:22:51.523000,"""How can I change the zip code on my recent purchase?""",false
psychobunny,f7e237c7-0a95-455f-9a77-2b0c10b1d09e,2024-06-07T15:21:32.003000,"""How can I change the size of the shirts I've ordered from large to XL?""",false
psychobunny,32c29683-4cff-4f6d-974f-1172a6620103,2024-06-07T15:13:56.670000,"""What should I do if the size labeled on my clothing purchase does not match the actual size?""",true
psychobunny,ac91985f-4340-449d-8a5a-7332ee7f6249,2024-06-07T15:13:27.000999,"""How can I update the shipping address for my current order?""",false
psychobunny,876be743-4c29-43a7-a887-bbef3facc09e,2024-06-07T15:07:47.427000,"""How can I exchange the shirt I ordered for a smaller size?""",true
psychobunny,2db8a4ea-c5d1-4f07-a08a-20cb94f66dc4,2024-06-07T14:58:25.244999,"""Is it possible to receive my order by tomorrow?""",true
psychobunny,fffd14e3-95f3-4ed6-aef4-c6b7dbadbc4b,2024-06-07T14:56:19.385999,"""Why was I charged $256 for an order when not all items have shipped?""",false
psychobunny,b0c034ef-a103-46d2-9b1c-e10951d8f399,2024-06-07T14:50:00.447999,"""Why can't I track my order using the provided shipping information?""",true
psychobunny,b0c034ef-a103-46d2-9b1c-e10951d8f399,2024-06-07T14:50:00.447999,"""Can I get a confirmation on my order's shipment status?""",true
psychobunny,b0c034ef-a103-46d2-9b1c-e10951d8f399,2024-06-07T14:50:00.447999,"""May I receive an updated shipping number for my order?""",true
psychobunny,b510391f-c310-449c-bb5e-5d0a2579f7a1,2024-06-07T14:36:52.678999,"""Why hasn't my package arrived despite being marked as out for delivery?""",false
psychobunny,b510391f-c310-449c-bb5e-5d0a2579f7a1,2024-06-07T14:36:52.678999,"""What should I do if the tracking information indicates my package is lost?""",false
psychobunny,7cf71153-ee53-4afe-989d-b3d83c0aa28d,2024-06-07T14:25:34.598000,"""Why has my order not arrived yet?""",true
psychobunny,7cf71153-ee53-4afe-989d-b3d83c0aa28d,2024-06-07T14:25:34.598000,"""Can you assist me with the delivery of my order?""",true
psychobunny,fd239538-8f4a-4869-aa74-2c94a2bb1c0c,2024-06-07T14:23:28.698999,"""Can I get a working tracking number since the one provided is not found?""",true
psychobunny,d260cbb2-6d02-49f9-811b-d7ea018b8e86,2024-06-07T14:23:11.730999,"""Where can I return my online purchase?""",true
psychobunny,a1b92bcf-10a5-4056-a6c3-25032c6f835f,2024-06-07T14:15:32.069000,"""¿Cuál es el nuevo modelo de polo de reemplazo que han proporcionado?""",false
psychobunny,d77af780-65ba-43b7-9e33-613786bbf6e3,2024-06-07T14:13:51.733000,"""What should I do if I only received part of my order?""",true
psychobunny,1c96ee2f-4771-4263-9e1d-56545f001f4c,2024-06-07T14:12:47.213000,"""Why didn't I receive a tracking number for my purchase?""",true
psychobunny,f4a2c571-086b-43d9-8de7-d4789a027d9c,2024-06-07T13:57:40.864000,"""How can I return an item from my order?""",true
psychobunny,735e3754-81f7-43fb-9421-f870b64444aa,2024-06-07T13:32:18.086999,"""Can you provide the correct tracking details for my order since FedEx cannot locate the package with the details I received?""",false
psychobunny,37e338ff-8835-4592-9ae9-dcbb17907e62,2024-06-07T13:25:26.987999,"""Why was an item missing from my last order?""",true
psychobunny,6b5412b8-321e-4d81-9b2f-e58685c1765a,2024-06-07T13:09:52.638000,"""How can I cancel a recent order to place a new one with additional items and size changes to qualify for free shipping?""",false
psychobunny,f9022f95-473c-4211-ae30-7bdf60345da2,2024-06-07T13:03:44.888999,"""Why has one item from my order not been dispatched?""",false
psychobunny,a385d033-7c0b-4997-aa44-140ee7c962ca,2024-06-07T12:53:45.811000,"""How can I exchange my too-large shirts for a smaller size?""",true
psychobunny,131e9d14-a862-463d-a4ba-2ec813e4454e,2024-06-07T12:41:00.325000,"""Why wasn't the full amount of money deposited into my account?""",false
psychobunny,b96b9a11-7f90-4b01-8f09-1598027cd4de,2024-06-07T12:38:14.453999,"""What is the status of my delayed order for which tracking information is not updating?""",false
psychobunny,022f781a-f4a0-4f3e-9934-8c893a93938a,2024-06-07T12:02:28.772000,"""How do I exchange a defective item from my order?""",true
psychobunny,d032a8e3-8980-4d8e-ad36-90a5f59555b0,2024-06-07T11:38:05.193000,"""Why haven't I received part of my order and how can I get a refund if it's not available?""",true
psychobunny,17ceb6bc-005c-4793-8f7a-af51fc5982c5,2024-06-07T11:37:37.484999,"""Why can't I track my package after purchasing a shirt online?""",true
psychobunny,f360b3a4-1a0c-4bd6-84eb-2a75eb571dee,2024-06-07T11:36:28.756999,"""Why did my order not arrive when the tracking status indicates it was delivered?""",false
psychobunny,c3735071-9e57-4e1e-9d57-20a986a6065c,2024-06-07T11:34:46.828000,"""Why has my package not been delivered despite the delivery service's claim?""",true
psychobunny,72842079-c209-4a1e-80fa-c5e08e3484b7,2024-06-07T11:16:39.717000,"""Why has my order not been shipped yet when it has a shipment date of May 30?""",true
psychobunny,abeb2eb8-371c-414a-9dac-abb3c4e6fed4,2024-06-07T11:02:02.164999,"""Why doesn't FedEx have any information on my shipped order?""",true
psychobunny,e750934c-dbcb-4c73-bfc4-de7703a36323,2024-06-07T10:10:05.947000,"""Where is my order?""",false
psychobunny,8239acdb-404a-4710-862b-2cc87304470b,2024-06-07T08:29:51.982000,"""Why has my order not been delivered yet?""",true
psychobunny,8239acdb-404a-4710-862b-2cc87304470b,2024-06-07T08:29:51.982000,"""Can I have an update on this order or get a refund?""",true
psychobunny,b936181d-89f5-403e-915a-a91fb4b71ffd,2024-06-07T08:20:53.045000,"""When will the missing shirt from my order be delivered?""",true
psychobunny,fdffc13e-d5b9-420e-810a-c70db3f9b5f1,2024-06-07T07:03:10.417999,"""Why has DHL not received the package that was supposedly sent?""",false
psychobunny,436cedde-b872-4381-9ba5-af84ee2f11b5,2024-06-07T07:00:58.335000,"""Can I cancel my purchase and change my payment method to pay in installments through Afterpay?""",false
psychobunny,e597a83f-41f4-4cb1-af62-f12c2af5e682,2024-06-07T06:29:17.858999,"""Why have I not received any information about my package delivery status?""",true
psychobunny,8e03faaf-7681-4475-ae93-203b90b043f2,2024-06-07T06:03:20.446000,"""How can I get a refund for an accidental order?""",false
psychobunny,3c086f02-c17e-4f83-b08b-73ae921f33e6,2024-06-07T06:02:36.000999,"""Why is one of the items from my order missing?""",true
psychobunny,3bd8a550-c4eb-4eaa-8d78-b324641a91a9,2024-06-07T05:58:41.318000,"""What has happened with my order since I have not received it yet?""",true
psychobunny,882a4906-f34b-41c6-9d99-6f461c73a49a,2024-06-07T05:58:28.243999,"""Why hasn't my order arrived within the 3-5 day shipping window?""",true
psychobunny,882a4906-f34b-41c6-9d99-6f461c73a49a,2024-06-07T05:58:28.243999,"""Why is the tracking link in the email not working?""",true
psychobunny,148a76e0-aae2-4b83-8dfe-2a746c162898,2024-06-07T05:35:48.493999,"""Why hasn't my order arrived yet, and why can't I find any record of the tracking number on the FedEx website?""",false
psychobunny,f70b24f0-3d8a-4d27-a8e5-54f6ccd92045,2024-06-07T05:31:09.148999,"""Can you remove the unwanted golf balls from my order?""",false
psychobunny,c7268321-2318-4443-88d4-ce8b196bdd05,2024-06-07T05:30:45.617000,"""Can you provide details of your complaints process?""",false
psychobunny,87649e41-5180-4a0a-bce8-fe4c13971159,2024-06-07T05:29:33.744999,"""What can I do if I've received only part of my order and can't get through to customer service?""",false
psychobunny,87649e41-5180-4a0a-bce8-fe4c13971159,2024-06-07T05:29:33.744999,"""How do I resolve an incomplete delivery when the tracking shows it as delivered?""",false
psychobunny,87649e41-5180-4a0a-bce8-fe4c13971159,2024-06-07T05:29:33.744999,"""What steps should I take if I received the gift box but not the actual order?""",false
psychobunny,66f6e6a4-feea-4d96-bc3e-49f0ac735616,2024-06-07T05:27:35.384999,"""Why is my package marked as delivered when I haven't received it?""",true
psychobunny,7e94b867-c2ce-40ff-a585-f24adbd60dfe,2024-06-07T05:26:03.190000,"""Why has my outfit not been received while only the gift box has arrived?""",true
psychobunny,56fcff1e-a706-4e79-804a-3cf7ebcdb06f,2024-06-07T05:02:24.595999,"""How can I get my returned order re-delivered?""",false
psychobunny,56fcff1e-a706-4e79-804a-3cf7ebcdb06f,2024-06-07T05:02:24.595999,"""What are my options after my order was returned by UPS due to a failed delivery attempt?""",false
psychobunny,426a7297-1929-46f0-a8ef-9f24e39c568e,2024-06-07T04:37:00.127000,"""Which items are available for shipping to France?""",true
psychobunny,5319a435-f273-4793-afc9-656185545a92,2024-06-07T04:26:17.440999,"""Can a submitted return be adjusted to an exchange for a different size of the same item?""",true
psychobunny,a3d21ad2-8d41-4e10-9440-d8a18c0ff437,2024-06-07T04:19:16.279000,"""How long does it take for a refund to be reflected on my account?""",false
psychobunny,a3d21ad2-8d41-4e10-9440-d8a18c0ff437,2024-06-07T04:19:16.279000,"""Can I receive a discount coupon for my next purchase due to the inconvenience caused?""",false
psychobunny,d92950c4-084b-416c-85d1-cdc412f11892,2024-06-07T03:38:59.286999,"""When will my order arrive?""",true
psychobunny,0e66663d-ec62-416c-84b1-96fd16e1bd7a,2024-06-07T03:10:41.421999,"""Why haven't I received my order when the tracking information says it has been delivered?""",true
psychobunny,86ba71a2-0cc1-4614-8008-16b7f5368e9a,2024-06-07T03:09:23.729000,"""Can my polo shirt order be returned and exchanged for the men's Tarrytown?""",true
psychobunny,d4291ce1-f468-4d32-a535-9a28d3122d90,2024-06-07T03:02:11.556999,"""What is the status of my recent order after sending a replacement request?""",false
psychobunny,1ce90e99-f248-4da5-a9b5-85f46f439544,2024-06-07T02:49:31.319000,"""Can I change the size of an item in my order if the wrong size was ordered and it's already been shipped to Mexico?""",true
psychobunny,ea3f4c35-95af-44ca-bec0-2650dbc9e97e,2024-06-07T02:44:33.451999,"""What should I do if items are missing from my order?""",false
psychobunny,bf34c092-a398-4476-b1df-18eac9b8f7ac,2024-06-07T02:36:59.680000,"""Can I change the size of the product I ordered?""",true
psychobunny,4e8563d1-58ef-4b30-96c9-8bf55f652773,2024-06-07T02:36:36.368999,"""Where is my package?""",true
psychobunny,67bee39f-980c-4fa1-9149-123eeb55b4e9,2024-06-07T02:30:54.186000,"""What does the statement 'my return consists of items that require additional attention' mean when all returned items are new with original tags and within the 30-day return period?""",true
psychobunny,67bee39f-980c-4fa1-9149-123eeb55b4e9,2024-06-07T02:30:54.186000,"""Can my return be processed and credit issued before the end of the month to avoid credit card interest charges?""",true
psychobunny,30db5dbe-1e18-4e6a-8492-4b3ff3630268,2024-06-07T02:28:25.726000,"""How can I update the shipping address for my order that has the wrong address?""",false
psychobunny,3ae40661-4d5a-4c95-b836-1ee4d88228f2,2024-06-07T02:24:32.584000,"""Why were two shirts from my order missing when the package arrived?""",false
psychobunny,f9415381-7e8b-4431-ac24-82dd6ad6423b,2024-06-07T02:20:14.029000,"""What should I do if I received the wrong shirt size?""",true
psychobunny,962eaab0-61fd-41be-8e3c-0d876eeb8613,2024-06-07T02:18:03.132999,"""How can I return an item if the online return process is unavailable?""",false
psychobunny,962eaab0-61fd-41be-8e3c-0d876eeb8613,2024-06-07T02:18:03.132999,"""Can I return an item that does not meet my expectations but is not marked down by 50% or more?""",false
psychobunny,962eaab0-61fd-41be-8e3c-0d876eeb8613,2024-06-07T02:18:03.132999,"""What should I do if the system prevents me from initiating a return within the 30-day return window?""",false
psychobunny,14f97666-01f4-44d5-b95c-f49960b13046,2024-06-07T02:14:04.756999,"""How can I return a shirt that doesn't fit when the online return system states it is unavailable to return?""",true
psychobunny,14f97666-01f4-44d5-b95c-f49960b13046,2024-06-07T02:14:04.756999,"""What should I do if only one out of three shirts fits and the other two do not, but the return is unavailable?""",true
psychobunny,61dc0036-2afa-4d76-bf24-30371dc04335,2024-06-07T02:11:23.697000,"""What should I do if my package is marked as delivered but I have not received it?""",false
psychobunny,61dc0036-2afa-4d76-bf24-30371dc04335,2024-06-07T02:11:23.697000,"""Can assistance be provided for a package that was not cheap and has not arrived in over 2 weeks?""",false
psychobunny,61dc0036-2afa-4d76-bf24-30371dc04335,2024-06-07T02:11:23.697000,"""What steps can be taken when neighbors and building personnel have not seen the missing package?""",false
psychobunny,38ea5003-7a79-4b88-b7d3-beb214d0d773,2024-06-07T01:56:13.211999,"""How can I return items purchased online?""",true
psychobunny,e2fe572c-1228-456b-9580-cc23e268e945,2024-06-07T01:52:36.667000,"""Why does the tracking indicate my package is delivered when I have not received it?""",true
psychobunny,d258b657-3eb2-4188-b562-64a146b244ad,2024-06-07T01:52:20.789999,"""What should I do if an item from my order was not delivered?""",true
psychobunny,d258b657-3eb2-4188-b562-64a146b244ad,2024-06-07T01:52:20.789999,"""How can I track the delivery process of the missing item?""",true
psychobunny,d258b657-3eb2-4188-b562-64a146b244ad,2024-06-07T01:52:20.789999,"""What steps should I take if the missing item's status changes to 'Delivered' but I still haven't received it?""",true
psychobunny,22bcc8cc-ce97-403c-a514-2a573c33374a,2024-06-07T01:50:25.641999,"""How can I return an item that differs in size from others I ordered?""",true
psychobunny,61a5a164-4d23-4f88-9d57-a16a4fb52c3a,2024-06-07T01:48:28.431999,"""What should I do about receiving the wrong item in my order?""",false
psychobunny,61a5a164-4d23-4f88-9d57-a16a4fb52c3a,2024-06-07T01:48:28.431999,"""How can I get the correct item that I originally ordered to be sent to me?""",false
psychobunny,7a602fef-be96-4121-bb17-029fa95a9548,2024-06-07T01:44:06.601000,"""How do I return an item that doesn't fit as expected?""",true
psychobunny,10b3cdee-a4c8-483f-8c37-d938e398156c,2024-06-07T01:27:18.782999,"""Why am I unable to process a return when the items were not final sale?""",false
psychobunny,10b3cdee-a4c8-483f-8c37-d938e398156c,2024-06-07T01:27:18.782999,"""Can I get a store credit if a return is not possible?""",false
psychobunny,ade52c67-58d5-4609-b37a-91c73c3c4cd0,2024-06-07T01:18:13.704999,"""What is the status of the remaining items from my order that included multiple t-shirts?""",false
psychobunny,9eff3218-4324-4ff1-8b0a-09e957955537,2024-06-07T01:15:53.959000,"""Can you update the shipping address for my order?""",false
psychobunny,08ad009d-3a5a-4cee-aa8c-f137223d25df,2024-06-07T01:12:57.696000,"""Why doesn't my tracking number work?""",false
psychobunny,08ad009d-3a5a-4cee-aa8c-f137223d25df,2024-06-07T01:12:57.696000,"""The tracking link provided does not function, what should I do next?""",false
psychobunny,a4f378c2-2d5d-484b-9deb-060796600e94,2024-06-07T01:06:29.634000,"""When will my last shirt from the order arrive?""",false
psychobunny,2470eaa7-6513-40ca-b5ac-15e2d1a0a49a,2024-06-07T01:03:08.677000,"""What should I do if I received the wrong shirt in my order?""",true
psychobunny,b2dbc091-b3f5-4dec-ad9c-d99c92421b60,2024-06-07T00:42:17.171999,"""Can I have the tracking number for my June 1st order?""",true
psychobunny,45fae60c-d5f0-4265-a64c-61cc77a14bc2,2024-06-07T00:27:46.543999,"""Will I be receiving the missing black shirt from my order or getting a refund?""",false
psychobunny,dd9e590a-d0e9-4acf-a59b-c312e34be5a1,2024-06-07T00:24:33.904000,"""Why doesn't the tracking number provided work, and why have I not received my order yet?""",true
psychobunny,ff913097-ea10-4d73-a808-e91148376818,2024-06-07T00:11:52.411000,"""Why does the tracking information show that there is no shipment for the t-shirt sent by FedEx a week ago?""",false
psychobunny,dac3696f-af04-4e13-ae68-4777bf1bc0bf,2024-06-07T00:11:01.210999,"""Why haven't I received the remaining items from my order?""",false
psychobunny,dac3696f-af04-4e13-ae68-4777bf1bc0bf,2024-06-07T00:11:01.210999,"""What should I do since the tracking link for the remaining items is not showing any status?""",false
psychobunny,70de135e-9307-4abc-9866-02f016a87cb0,2024-06-07T00:07:21,"""Why haven't I received tracking information for my order placed 4 days ago?""",false
psychobunny,70de135e-9307-4abc-9866-02f016a87cb0,2024-06-07T00:07:21,"""What can I do if the tracking information provided shows 'No record of this tracking number' on the carrier's website?""",false
psychobunny,70de135e-9307-4abc-9866-02f016a87cb0,2024-06-07T00:07:21,"""When will my order arrive if it was intended as a birthday gift for this weekend?""",false
psychobunny,db227ddf-93c3-470c-bc96-166bbc11e9cc,2024-06-07T00:06:13.438999,"""Why is there no tracking information available for my shipped order, and why haven't I received my items?""",false
psychobunny,db227ddf-93c3-470c-bc96-166bbc11e9cc,2024-06-07T00:06:13.438999,"""Can you resend the items since they have not been delivered and there is no tracking update?""",false
psychobunny,bfea4ff4-43ae-4b09-8b78-32b13be37b26,2024-06-06T23:57:08.641999,"""When will I see the refund amount on my credit card?""",false
psychobunny,0dce117d-7cb2-4d6b-a50c-a459c6accc9e,2024-06-06T23:46:01.348000,"""Can you change the shipping address for my order to a new one provided?""",true
psychobunny,18549d9a-12b1-464a-b263-ae5c83d43d1b,2024-06-06T23:43:27.641000,"""How can I return items if I do not know my order ID?""",true
psychobunny,e2e564c3-754f-42f0-a4c7-62f34b38ceb3,2024-06-06T23:41:01.960000,"""Can you confirm if golf balls were included in my order since I spent over $150?""",false
psychobunny,830d31af-9cf7-4440-a611-4c8faca321d3,2024-06-06T23:40:49.871000,"""Why did I not receive my golf balls with my order?""",false
psychobunny,9dd762a7-15f1-46c2-9237-592274d004cf,2024-06-06T23:39:53.388999,"""Why was I charged for golf charges during a return and exchange?""",true
psychobunny,63633c13-0891-4ed2-9b7f-7212672f998b,2024-06-06T23:36:16.128999,"""Why haven't I received my order when the tracking status indicates it has been delivered?""",true
psychobunny,2ba1dcc3-8ca2-4c8e-9922-e5bacdc69121,2024-06-06T23:24:01.483000,"""Why haven't I received the item I ordered a while ago?""",false
psychobunny,acd05ab1-0896-4241-9582-951db7eb77a7,2024-06-06T23:23:15.828999,"""Can you correct the email address associated with my online purchase?""",true
psychobunny,34c66632-6707-4038-af7a-d09df656e1fe,2024-06-06T23:07:01.046999,"""How can I remove an unwanted item from my order?""",false
psychobunny,60327501-8fe3-4b7f-b644-3dbf41304fa8,2024-06-06T23:03:50.328000,"""How can I cancel my order?""",false
psychobunny,86d9ae3a-7f91-4944-a6d5-1d250333d16b,2024-06-06T22:42:12.372999,"""Why did I receive only one of the two shirts I ordered when the delivery status says both have arrived?""",true
psychobunny,86d9ae3a-7f91-4944-a6d5-1d250333d16b,2024-06-06T22:42:12.372999,"""What should I do if the tracking number provided for my order is invalid?""",true
psychobunny,86d9ae3a-7f91-4944-a6d5-1d250333d16b,2024-06-06T22:42:12.372999,"""How can I get the missing item from my order delivered?""",true
psychobunny,1c54df01-9ec1-40ed-b787-ce8f89f38591,2024-06-06T22:33:49.197000,"""Why is there an error message when I click on the 'track shipment' link for my package?""",true
psychobunny,d639b02f-2ea8-43a4-b958-e5b89a9cc17b,2024-06-06T22:24:29.953000,"""How can I cancel my order?""",false
psychobunny,d20c1b62-8bcb-49c5-a0c6-5e195b307e3f,2024-06-06T22:23:17.194000,"""How can I cancel my order?""",false
psychobunny,fc523606-c129-4d63-94ba-d39b63438c7f,2024-06-06T22:21:42.474999,"""How can I change the shipping address for my order?""",false
psychobunny,0ea6174a-2fdf-4bbf-9405-37ac9dffe7b3,2024-06-06T22:00:16.828000,"""Why has my order not arrived yet?""",false
psychobunny,cb685d88-53d4-43bc-bd1f-242469f36b9d,2024-06-06T21:47:32.348000,"""Why did I receive pants instead of the shirt I exchanged for?""",false
psychobunny,7e629bd8-3228-42eb-9f15-66fa818a745c,2024-06-06T21:39:51.678999,"""Why haven't I received my package despite being home all day and my ring camera showing no delivery?""",false
psychobunny,d6d59578-f6eb-4600-9252-4b743fffa27d,2024-06-06T21:39:11.775000,"""Why did the item I exchanged not arrive in my package?""",true
psychobunny,c0d246f4-1e9c-4a70-8fc3-4b7f8ce98ebc,2024-06-06T21:32:57.233000,"""What happens if an item from my order is missing from the delivery?""",true
psychobunny,c0d246f4-1e9c-4a70-8fc3-4b7f8ce98ebc,2024-06-06T21:32:57.233000,"""Will I receive the missing item from my order or will I get a refund?""",true
psychobunny,ece7e5d1-5ba3-476b-a594-35c9c7b28176,2024-06-06T21:22:12.835000,"""Can my lost shipment be resent instead of being refunded?""",false
psychobunny,ee2d4a82-e505-4fde-9e93-d2b6955359ca,2024-06-06T21:02:18.375000,"""Why hasn't my shirt arrived yet even though I ordered it in May?""",false
psychobunny,d6b74fcc-f50b-43da-b8e9-e5c3859eeee6,2024-06-06T21:02:01.911000,"""Why has my shirt not been delivered?""",false
psychobunny,9776d792-b6e0-4bce-a58b-2b8eae44cb69,2024-06-06T20:51:11.013000,"""What should I do if my package tracking shows an error message and I need it by a specific date?""",true
psychobunny,9bae1175-6de6-4635-9cd6-c9ed615b9c10,2024-06-06T20:50:57.025000,"""What should I do if an item is missing from my order?""",false
psychobunny,162a0589-9ee2-4778-93f2-bc00fe0a1ab8,2024-06-06T20:47:36.694999,"""How do I make a return when the system says my email and order number don't exist?""",true
psychobunny,12a836e2-3b97-4349-b7ed-7fdbb11e68ea,2024-06-06T20:43:40.230000,"""I wanted to confirm if you received the additional picture I sent to help your technical team with the shipping address issue?""",false
psychobunny,46285a39-8b58-4fa8-a3c9-ec98399e5cd8,2024-06-06T20:41:53.052000,"""Why haven't I received my two missing t-shirts, and why can't I track them on FedEx?""",false
psychobunny,26697682-9bae-4601-9cc8-299c7182bc3a,2024-06-06T20:39:35.151999,"""When will the technical team respond regarding the error message I am receiving with my shipping address?""",false
psychobunny,e77de1c1-9434-4a4a-829a-b817367270b8,2024-06-06T20:32:06.769999,"""Can you provide me with a phone number for support?""",false
psychobunny,e77de1c1-9434-4a4a-829a-b817367270b8,2024-06-06T20:32:06.769999,"""What are the correct steps to enter my shipping address during the checkout?""",false
psychobunny,bac81f48-b317-4bba-a350-0c376b13375c,2024-06-06T20:27:51.953999,"""Why can't I ship my order to an address that has worked for previous orders?""",true
psychobunny,bac81f48-b317-4bba-a350-0c376b13375c,2024-06-06T20:27:51.953999,"""What steps can I take to resolve the issue of the site not accepting my shipping address?""",true
psychobunny,b345ca82-5674-42a5-b6bc-43b3c2b673d0,2024-06-06T20:24:50.073999,"""Why has my package not been delivered?""",true
psychobunny,b345ca82-5674-42a5-b6bc-43b3c2b673d0,2024-06-06T20:24:50.073999,"""Has my package been misshipped?""",true
psychobunny,b345ca82-5674-42a5-b6bc-43b3c2b673d0,2024-06-06T20:24:50.073999,"""Has the tracking information changed for my order?""",true
psychobunny,b345ca82-5674-42a5-b6bc-43b3c2b673d0,2024-06-06T20:24:50.073999,"""Can I get a refund since my package was not delivered?""",true
psychobunny,d1c4c08c-63ed-4a9e-9a6d-05ab79863381,2024-06-06T20:24:42.196000,"""Why has my package not been delivered, and can I get a refund?""",true
psychobunny,b7b24f1e-f652-47ef-941b-b542654736c6,2024-06-06T20:24:39.969000,"""When will the missing item from my order be shipped?""",true
psychobunny,ef61eee6-5ef2-4713-a738-51090a80cb5a,2024-06-06T20:14:34.598000,"""Can you show me an example of a valid address format for France because my address is not being accepted?""",true
psychobunny,fc2d4595-5cee-4dd0-9fd1-0db37c1f3b05,2024-06-06T20:05:57.259000,"""What size will my order be shipped in since the requested size is unavailable?""",true
psychobunny,fc2d4595-5cee-4dd0-9fd1-0db37c1f3b05,2024-06-06T20:05:57.259000,"""How long will it take for my order to arrive at my address?""",true
psychobunny,c77a9246-8614-48fe-a755-bbd41729cc48,2024-06-06T20:05:16.805999,"""Can you provide an example of a valid address format for France?""",false
psychobunny,b22c563f-f89c-4eec-9a8d-dc57a0db4d8c,2024-06-06T19:55:47.003999,"""Where is the missing item from my order?""",true
psychobunny,9a3e18b9-920f-4084-a58b-21f37c44abc6,2024-06-06T19:53:59.769000,"""Why can't my order be shipped to my usual address, and what can be done to resolve this issue?""",true
psychobunny,10a6fe4c-155f-45a2-a5a4-c4440477dbf8,2024-06-06T19:52:02.157999,"""Why haven't I received the fuschia polo from my order?""",false
psychobunny,10a6fe4c-155f-45a2-a5a4-c4440477dbf8,2024-06-06T19:52:02.157999,"""Can I choose a different item of the same price since the originally ordered item is no longer available and the sale is over?""",false
psychobunny,10a6fe4c-155f-45a2-a5a4-c4440477dbf8,2024-06-06T19:52:02.157999,"""Are there issues accessing emails sent to customer service from my email address?""",false
psychobunny,d7dfdea6-fa79-4964-b70f-db948c43400e,2024-06-06T19:48:26.104000,"""Why is my usual address not being accepted for delivery?""",true
psychobunny,9b8f6154-d92a-49f6-ac92-fcfb61fab58c,2024-06-06T19:45:31.496000,"""Why is my usual address not being accepted for delivery?""",true
psychobunny,9b8f6154-d92a-49f6-ac92-fcfb61fab58c,2024-06-06T19:45:31.496000,"""Can you help me validate delivery to my home address in France?""",true
psychobunny,e4023bb6-bb0a-4178-8552-ba6b6d1e2de7,2024-06-06T19:45:25.901000,"""How can I remove an unwanted item from my order before it gets shipped?""",false
psychobunny,3a91c9d3-35b9-4970-a08f-ae010fd91376,2024-06-06T19:42:33.200999,"""Why haven't I received my package despite the tracking status showing 'Delivered to agent for final delivery'?""",true
psychobunny,232e08ab-691a-4609-8708-fe3fb88c7fd6,2024-06-06T19:39:15.029000,"""Can you confirm if you have received my correct shipping address?""",true
psychobunny,a317ea94-8c88-4206-8415-c5fcc53b3b7b,2024-06-06T19:38:40.565999,"""Why haven't I received one item from my order and what should I do next?""",false
psychobunny,7f66dd63-b1d3-4690-911c-e47fdeaddbc3,2024-06-06T19:38:07.755000,"""How will the issue of the missing items from my order be resolved?""",false
psychobunny,cf93029c-2b50-4cee-9485-be5f5d7bd9a8,2024-06-06T19:37:55.433000,"""Why have I not received one of the items I ordered?""",true
psychobunny,d9c696f9-d3b9-4b33-8de4-b195f3f193de,2024-06-06T19:36:14.463999,"""What should I do if I never received my polo that was marked as delivered?""",false
psychobunny,d9c696f9-d3b9-4b33-8de4-b195f3f193de,2024-06-06T19:36:14.463999,"""How can the issue of a missing delivered order be resolved?""",false
psychobunny,38d5d673-5da1-453d-b32b-6916b1a5bc31,2024-06-06T19:33:52.371999,"""How can I track a package if I received an incomplete order?""",true
psychobunny,54674f2b-7411-4957-bff7-d61f1e7f8f90,2024-06-06T19:32:39.608000,"""What should I do about missing items from my delivery?""",true
psychobunny,94a2db11-a291-4897-9a33-c2874a98550d,2024-06-06T19:31:49.786999,"""Why haven't I received the polo that was reportedly delivered 4 weeks ago?""",true
psychobunny,d701167b-8c04-4abf-8226-3cfb9ad7c83f,2024-06-06T19:28:30.263000,"""What size will be sent to me if my selected size is unavailable?""",true
psychobunny,c9e07ebc-7e20-4cd5-867b-c4de350bbfd5,2024-06-06T19:16:21.539999,"""Has my return been processed and when can I expect my refund?""",true
psychobunny,ddc21c46-7904-4dc3-a926-1e6204aca54d,2024-06-06T19:14:05.374000,"""When will I receive my order?""",true
psychobunny,db4dc8f5-05e6-4b1e-a1b1-10d98224f0df,2024-06-06T19:13:38.690999,"""Why can't I validate delivery to my home in France?""",true
psychobunny,db4dc8f5-05e6-4b1e-a1b1-10d98224f0df,2024-06-06T19:13:38.690999,"""Do you need my customer number to assist with delivery validation?""",true
psychobunny,c637aaa4-9652-4086-a4dd-b152cce467ef,2024-06-06T19:10:32.200999,"""Why does my package status say 'pick up point' without providing a location for pickup?""",false
psychobunny,c637aaa4-9652-4086-a4dd-b152cce467ef,2024-06-06T19:10:32.200999,"""What should I do if the tracking link does not provide the address of the pick-up point?""",false
psychobunny,1e5b1cc5-3507-4467-ba94-8693cb14ac69,2024-06-06T19:09:44.240999,"""Do I need to provide my customer number for assistance?""",true
psychobunny,1e5b1cc5-3507-4467-ba94-8693cb14ac69,2024-06-06T19:09:44.240999,"""Can you reserve the items in my basket?""",true
psychobunny,a59191f6-5d8f-421d-bfa1-31050f15f4d3,2024-06-06T19:08:27.503000,"""Why can't I submit a return through the online system for my order?""",true
