gorgiasdomain,executionid,timestamp,summarize_question,automated
ekster,4096e373-c433-4fc8-a04f-369a80be3dd9,2024-06-06T22:12:07.582000,"""Why haven't I received my package?""",true
ekster,95519681-0a99-42fb-8da4-d69d016c01cf,2024-06-06T22:05:17.598000,"""How can I get a refund to my original payment method instead of store credit?""",true
ekster,b1e408d9-8982-4858-998a-1e222c15f83e,2024-06-06T21:49:58.990999,"""My Tracker Card is not charging properly; what can I do next since the suggested troubleshooting steps didn't resolve the issue?""",false
ekster,80073d65-59d6-4038-92d9-026ee030c77d,2024-06-06T21:46:47.690999,"""How do I fix a low battery issue on my solar panel locator (Chipolo) after charging for over 3 hours and following the troubleshooting steps on the website?""",true
ekster,124145a5-a1eb-44e9-b609-8a7132497f7f,2024-06-06T21:39:28.471999,"""How do I proceed with a return for items from my recent order?""",true
ekster,78ff03f9-3a0b-47d8-affa-571e0608ab8d,2024-06-06T21:24:52.786000,"""Can my refund be issued for the returned order that failed to deliver?""",false
ekster,f508ed71-068f-40aa-909a-2fce3e467347,2024-06-06T21:14:36.572999,"""How do I install the Key Tracker I received?""",true
ekster,c6ad6946-7249-49a5-b202-2b45d1a722c6,2024-06-06T20:57:08.512000,"""How can I cancel my order?""",false
ekster,bbfc805b-70b9-4a74-b0fa-7f8676198bee,2024-06-06T20:35:42.683000,"""Where can I find the batch ID for the items I need to return?""",false
ekster,bbfc805b-70b9-4a74-b0fa-7f8676198bee,2024-06-06T20:35:42.683000,"""Are items without the plastic wrap still considered unused and returnable?""",false
ekster,bbfc805b-70b9-4a74-b0fa-7f8676198bee,2024-06-06T20:35:42.683000,"""Why is there a shipping charge for returns when the website mentions free returns?""",false
ekster,94c4388a-99fc-4ec7-8ea8-aec83e549b94,2024-06-06T20:17:40.128000,"""How can I update my shipping address on the warranty claim form since the system isn't allowing me to do so?""",false
ekster,053184e5-25b3-42d5-bc83-5dc6ffa508fc,2024-06-06T20:07:16.585999,"""How can I return a product that didn't meet my expectations?""",true
ekster,d2749458-3413-42fb-9483-55b87a5fdd69,2024-06-06T20:03:14.309999,"""What should I do now since the post office admitted to delivering my package to the wrong address and attempts to retrieve it are underway?""",true
ekster,940890f2-bdec-4c91-b39f-994ab2e05531,2024-06-06T19:59:34.740000,"""Can you provide the tracking information for my order placed recently?""",false
ekster,8575ef7f-6a2c-46cf-9f06-f2d5e7ea53ca,2024-06-06T19:44:34.032999,"""Can I get free standard shipping on my order instead of priority shipping?""",false
ekster,8575ef7f-6a2c-46cf-9f06-f2d5e7ea53ca,2024-06-06T19:44:34.032999,"""How do I get tracking details for the standard shipping?""",false
ekster,8575ef7f-6a2c-46cf-9f06-f2d5e7ea53ca,2024-06-06T19:44:34.032999,"""Could you provide a special accommodation to compensate for the shipping label issue and my friend's missed birthday present?""",false
ekster,38917f65-b9ac-4ada-b971-144ec53e527b,2024-06-06T19:35:29.829999,"""Can I get free delivery on my order?""",true
ekster,42651813-705d-4b13-a592-7e4b19c13141,2024-06-06T19:28:50.582000,"""How do I return all items ordered?""",true
ekster,a68dcaf9-ec1b-4876-acf9-1773278e7263,2024-06-06T19:11:02.210000,"""What should I do if tracking shows my order as delivered, but I haven't received it?""",true
ekster,3cf6bca5-a90d-4691-b7b3-37335ed78865,2024-06-06T18:54:02.474999,"""Why haven't I received my replacement product after providing all the required information on the return portal?""",false
ekster,69d8c363-52ae-4bb1-96ce-50f749569c68,2024-06-06T18:30:22.256000,"""Is it possible to get a replacement of the stretched-out elastic band on my Esker wallet?""",true
ekster,a07235f3-f201-4c4a-905a-abe94db8d4fb,2024-06-06T18:07:19.276000,"""How can I receive the wallet I paid for which was marked as delivered but was never received?""",true
ekster,073c88a8-10f0-414d-b62b-9b363f51744e,2024-06-06T18:02:39.227999,"""Why did my order arrive without the included gift bag as advertised?""",false
ekster,914b5f05-0e98-4223-9eeb-13eb958a39b8,2024-06-06T17:53:15.744999,"""How do I handle an error during the return process when the original payment method refund is not available?""",false
ekster,e17bc621-48e9-40f5-bc88-c1853b215166,2024-06-06T17:52:52.270999,"""How can I return my Order?""",true
ekster,f322a6ee-eed9-49b8-ad1e-64b8c3c11e1d,2024-06-06T17:46:51.183000,"""How can I return my order?""",true
ekster,45e33bae-261d-4c14-b70d-1599b4db6633,2024-06-06T17:45:03.382999,"""How can I return my order?""",true
ekster,f527b4c0-08d1-4bee-97a2-1cb357180def,2024-06-06T17:44:01.529000,"""Is it possible to have my order reshipped since it was marked as delivered but never arrived?""",false
ekster,f527b4c0-08d1-4bee-97a2-1cb357180def,2024-06-06T17:44:01.529000,"""Can the reshipment be sent to an alternative address where someone will always be present to receive it?""",false
ekster,8ec85ee3-f54d-41ea-b680-99f009fe3a5a,2024-06-06T17:42:33.519999,"""How can I return my order for a refund?""",true
ekster,766411b8-ecf0-4d44-acb3-147cdf874b5c,2024-06-06T17:40:24.947999,"""How can I replace a loose cash strap on my wallet?""",false
ekster,5164cdbb-0b10-4a87-873b-a6389045b135,2024-06-06T17:39:53.335000,"""How can I return my order?""",true
ekster,7fd94ac4-3b86-4aac-86c4-f5385ae907a6,2024-06-06T17:39:46.736999,"""How can I get assistance with a missing package that was erroneously delivered due to incorrect labeled address?""",false
ekster,7fd94ac4-3b86-4aac-86c4-f5385ae907a6,2024-06-06T17:39:46.736999,"""What should I do if USPS confirmed delivery to an incorrect address that isn't mine?""",false
ekster,7fd94ac4-3b86-4aac-86c4-f5385ae907a6,2024-06-06T17:39:46.736999,"""Can you check the label that was printed for my order and help retrieve my package?""",false
ekster,7fd94ac4-3b86-4aac-86c4-f5385ae907a6,2024-06-06T17:39:46.736999,"""Is it possible to get a replacement or refund for my undelivered package?""",false
ekster,4a5de395-e08d-423a-9581-ec7ab9af44fb,2024-06-06T17:39:11.637000,"""Why hasn't my order arrived despite UPS claiming delivery?""",true
ekster,4a5de395-e08d-423a-9581-ec7ab9af44fb,2024-06-06T17:39:11.637000,"""Can my order be reshipped since it wasn't found after allegedly being delivered?""",true
ekster,4a5de395-e08d-423a-9581-ec7ab9af44fb,2024-06-06T17:39:11.637000,"""Is there a way to expedite the reshipment due to the urgency for my job?""",true
ekster,5640b3f8-01dc-47ab-a521-28319055c84e,2024-06-06T17:38:16.328999,"""Why can't I upload a screenshot to the claim site?""",false
ekster,5640b3f8-01dc-47ab-a521-28319055c84e,2024-06-06T17:38:16.328999,"""How can I proceed with my warranty claim if I am unable to send pictures via email?""",false
ekster,5640b3f8-01dc-47ab-a521-28319055c84e,2024-06-06T17:38:16.328999,"""What steps should I take to receive a full refund for both orders due to defective products?""",false
ekster,5640b3f8-01dc-47ab-a521-28319055c84e,2024-06-06T17:38:16.328999,"""Can my claim be reviewed without the images since I am experiencing technical difficulties sending them?""",false
ekster,df8cf2d6-3c36-4050-8da3-e93b7c84a7f4,2024-06-06T17:37:22.085000,"""How can I provide proof for my warranty claim if my email account won't allow me to send pictures?""",true
ekster,df8cf2d6-3c36-4050-8da3-e93b7c84a7f4,2024-06-06T17:37:22.085000,"""What should I do when I have continuous issues with both products I've ordered and need a refund?""",true
ekster,359aed6e-ef6f-435a-a30d-acaebcd319a2,2024-06-06T17:27:38.157000,"""How do I proceed with an exchange when I'm encountering an issue with the instructions on the screen?""",true
ekster,23001661-ce39-4cd2-90ac-c57d6cadfd9a,2024-06-06T17:23:23.719000,"""How do I initiate a partial return or refund for an item in my order?""",true
ekster,f5fa70cc-c43d-49b1-83af-a118f2c583b8,2024-06-06T17:01:39.085999,"""How do I get a refund for both orders since all the products have been defective?""",true
ekster,a19ffeea-b65b-48ba-bb64-1fed3f4fdaa3,2024-06-06T16:52:54.680999,"""Can the delivery of my package be expedited to arrive before the estimated delivery date?""",true
ekster,b9410fa0-5fe0-4380-b4e4-7867649edd97,2024-06-06T16:34:15.983999,"""Why hasn't my package been delivered when the carrier indicates delivery?""",true
ekster,b9410fa0-5fe0-4380-b4e4-7867649edd97,2024-06-06T16:34:15.983999,"""Can you assist me in potentially locating my package or providing a refund or replacement?""",true
ekster,19b71ccc-dad1-4f31-8883-bb72d35d44eb,2024-06-06T15:47:24.948999,"""Why was there a delay in shipping my order?""",true
ekster,6cc0812b-0134-43f0-82be-6e7ca8809c61,2024-06-06T15:43:18.913000,"""Will the warranty cover issues with the glue coming undone on a wallet?""",false
ekster,6cc0812b-0134-43f0-82be-6e7ca8809c61,2024-06-06T15:43:18.913000,"""Is returning the wallet necessary for a warranty claim?""",false
ekster,6cc0812b-0134-43f0-82be-6e7ca8809c61,2024-06-06T15:43:18.913000,"""Does the product's warranty cover quick deterioration of the glue?""",false
ekster,d8d243ac-cf19-4e2e-a074-ef1942402197,2024-06-06T15:41:32.512000,"""Why was there a shipping delay on my order?""",true
ekster,fcc10b0a-30d2-4443-a26d-6e41b4baf2cf,2024-06-06T15:41:13.453999,"""Can you provide an update on the delivery status of my item?""",true
ekster,b1950b0f-9d40-4bb9-8a3a-d370575567b5,2024-06-06T15:41:01.507999,"""When is my order going to ship?""",false
ekster,06fe0bfa-ad56-42ed-a995-3d7a1924c18a,2024-06-06T15:40:52.051000,"""Why has there been no response to my requests about my card holder issue?""",true
ekster,629b56ff-0e1a-4a90-ad1a-79a33cb295a7,2024-06-06T15:33:24.782999,"""Can I change the color of my cardholder to graphite?""",false
ekster,1e3b96d1-bda7-4e5d-8924-a19011cfbce4,2024-06-06T15:28:56.032000,"""When will my replacement product be shipped?""",false
ekster,1e3b96d1-bda7-4e5d-8924-a19011cfbce4,2024-06-06T15:28:56.032000,"""Can you confirm if I need to return the original item to receive my replacement?""",false
ekster,1e3b96d1-bda7-4e5d-8924-a19011cfbce4,2024-06-06T15:28:56.032000,"""If the original item is needed for return, can I cancel the order and get a refund?""",false
ekster,31c9e6b0-56c5-4995-b1a2-da9093119422,2024-06-06T15:23:53.635999,"""Why isn't the tracker card included in my updated order when I was still charged for it?""",false
ekster,7e485872-279a-4c9b-b41d-bee345fecb1a,2024-06-06T15:16:50.492000,"""When will my replacement product be shipped?""",true
ekster,f6a6720b-7cf5-4942-bf2f-e859952febcf,2024-06-06T15:13:45.974999,"""Why hasn't the tracking information for my order updated after the given timeframe?""",false
ekster,251c5886-b001-489a-85d7-7585b3ccd821,2024-06-06T15:06:33.098999,"""Why did my promo code not provide the expected 40% discount on my first order?""",false
ekster,251c5886-b001-489a-85d7-7585b3ccd821,2024-06-06T15:06:33.098999,"""Can you confirm if the 'Laowhy86' YouTube promo code has specific conditions or product exclusions that prevented me from receiving the advertised 40% discount?""",false
ekster,8e5ee704-ffae-4c0e-89aa-cb11c588921e,2024-06-06T15:00:10.502000,"""Do I need to send back a broken Chipolo device, and can I get a label for the return?""",true
ekster,5cf74ddf-c74f-4c0d-b425-0a68b653f07e,2024-06-06T14:59:36.575000,"""Can you provide an invoice in PDF format for customs clearance that meets the specific requirements?""",false
ekster,ea6189d9-c625-4a67-9474-c26e4f7c552d,2024-06-06T14:50:24.924000,"""How can I update the billing information for my recent order?""",false
ekster,92d4c75f-e94b-48a2-b917-38ebe6082145,2024-06-06T14:46:05.476000,"""What can be done about the broken plastic mechanism in my recently purchased wallet?""",true
ekster,727c1dda-54d3-4b98-9ad7-8ef56cfe7bae,2024-06-06T14:38:46.913000,"""Can my order be canceled due to a change of mind?""",false
ekster,dc5db442-1b97-4e3a-a190-06229cc2a305,2024-06-06T14:38:05.417000,"""Why didn't I receive a 50% discount when I applied a promotional code from a YouTuber?""",true
ekster,dc5db442-1b97-4e3a-a190-06229cc2a305,2024-06-06T14:38:05.417000,"""Why was the advertised 40% discount not applied to my first order?""",true
ekster,915e714e-dd58-4a08-8d29-68b8ba9cd916,2024-06-06T14:30:14.605000,"""How can I fix an Ekster wallet that's causing cards to easily slide out from the rear slot?""",true
ekster,915e714e-dd58-4a08-8d29-68b8ba9cd916,2024-06-06T14:30:14.605000,"""Is it normal for an Ekster wallet to lose tightness in the card slots after three years of use?""",true
ekster,5ea8bc1d-25fc-4f07-b949-ae97054edc6f,2024-06-06T14:16:33.305999,"""How do I replace a broken band on my wallet?""",true
ekster,ab968f12-e440-47cb-b36a-4b15e4ec70ec,2024-06-06T14:09:55.148000,"""Why do the cards easily slide out of my new Ekster wallet's card compartment?""",true
ekster,3ca36255-2670-4841-a662-60c5272e4ad4,2024-06-06T13:59:10.993000,"""How can I correct my email address on the receipt?""",false
ekster,917cd92f-227b-4652-8275-0b38f1d4190b,2024-06-06T13:52:05.303999,"""Why is my shipment status not updating and when can I expect to receive my wallet?""",false
ekster,3de6eda9-1c36-4c3f-b142-b1a5652406e3,2024-06-06T13:42:06.109999,"""Are you considering increasing your product range to include items like cufflinks and tie clips?""",false
ekster,d34c3604-c6fc-4023-b6c0-ef56d53e73f6,2024-06-06T13:29:24.489000,"""Can I return the separate tracker card since I received one with my limited edition bundle?""",false
ekster,0272e948-9416-419a-bba8-374eb7e048b3,2024-06-06T13:17:57.828999,"""What does this specific screen in the exchange portal mean?""",true
ekster,92d44074-669d-4725-9a63-653ecf6892d7,2024-06-06T13:12:58.719000,"""Why was I not eligible for the lower price and free gift with my recent purchase when it's available online today?""",true
ekster,decdc24f-0043-45e8-9bc8-45af5f2416d2,2024-06-06T13:00:13.483000,"""How do I set up an exchange for the wallet I received?""",true
ekster,8dd35ce7-31fe-46d0-8ed8-5c15d9ed8b6b,2024-06-06T12:45:21.559999,"""How can I get assistance for a defective product when the returns portal says I'm not eligible for a return?""",false
ekster,8dd35ce7-31fe-46d0-8ed8-5c15d9ed8b6b,2024-06-06T12:45:21.559999,"""What steps should I take if the returns portal denies my warranty claim?""",false
ekster,8ab9baac-ee27-44d0-a622-e751f941b6b0,2024-06-06T12:38:22.576999,"""How can I resolve an issue with a product I purchased that, according to the website, isn't eligible for return?""",true
ekster,28f202e5-09b4-4de6-af3d-32cd4fddb20c,2024-06-06T12:38:10.578000,"""Can I get a new discount code since the old one is not working after I canceled my order?""",true
ekster,3bdc7d22-b35e-43b8-88eb-1daf2b6e302e,2024-06-06T12:35:27.325000,"""Why did my package go to my state and then leave again?""",false
ekster,c43cccf3-1c4c-4cb0-870d-f1c742d47af9,2024-06-06T12:10:35.013999,"""How can I update the shipping address for my order?""",false
ekster,8dcec1f2-76f4-41a6-9981-75c992fcd347,2024-06-06T11:57:43.118999,"""What can I do about my wallet purchased in February 2023 that doesn't securely hold credit cards unless it's filled to max capacity?""",true
ekster,8d6e33f6-76bb-4646-9c56-f2c638c8440c,2024-06-06T11:47:55.183000,"""How can I get assistance with a faulty product that should be under warranty?""",false
ekster,28ee1401-eeaa-4e01-9771-138b700f71d3,2024-06-06T11:45:32.677000,"""Can I purchase a new band for my wallet if the warranty has expired?""",true
ekster,28ee1401-eeaa-4e01-9771-138b700f71d3,2024-06-06T11:45:32.677000,"""How can I obtain a replacement band if I purchased the wallet from Amazon Japan and am not an Ekster+ loyalty program member?""",true
ekster,28ee1401-eeaa-4e01-9771-138b700f71d3,2024-06-06T11:45:32.677000,"""What are the steps I need to follow to place a new order for a replacement band?""",true
ekster,87ea6ef5-30e4-41a1-9132-025d4a3c8c3d,2024-06-06T11:35:04.588999,"""How can I get my tracker card fixed or replaced?""",true
ekster,87ea6ef5-30e4-41a1-9132-025d4a3c8c3d,2024-06-06T11:35:04.588999,"""What details are needed to resolve a hardware issue with my tracker card?""",true
ekster,97cbe5b8-7319-49e3-ac40-e4154abd1b34,2024-06-06T11:34:10.687000,"""Can I purchase a replacement band for my Elster wallet?""",true
ekster,92455495-8bef-4741-a0e0-1848656320b5,2024-06-06T11:23:23.046999,"""Why is my tracker card not working despite charging it and updating the app?""",true
ekster,c4725083-896e-4e26-8707-c4ce324303c2,2024-06-06T10:49:23.607000,"""Why has my account been charged twice without order confirmation?""",false
ekster,2dc7f5ba-04c3-430b-bd5c-199f8405754b,2024-06-06T09:22:45.496000,"""Can I exchange an item I just bought for another item of the same price before it ships?""",true
ekster,7a03f4d9-e736-45f6-8b9d-84e5e78a68d0,2024-06-06T08:55:22.996999,"""How can I exchange my faulty wallet that is not securely holding cards as expected?""",false
ekster,7a03f4d9-e736-45f6-8b9d-84e5e78a68d0,2024-06-06T08:55:22.996999,"""What is the next step in the warranty claim process for my wallet that seems to have a defect?""",false
ekster,d9abe1fb-62b2-4744-8a09-1ab1e9fa71b6,2024-06-06T08:30:15.020999,"""Can I purchase a replacement band for my Elster wallet?""",true
ekster,a6565f7a-cc4b-4b7a-9f2b-7580e994a0bb,2024-06-06T08:21:36.571000,"""How can I exchange a faulty wallet that I recently purchased?""",true
ekster,799bebd3-bb25-4fed-90b2-652c20a08139,2024-06-06T07:49:18.267999,"""How can I cancel my order that has not yet shipped?""",false
ekster,2d4ad3d6-3d39-43d2-97a3-da0b19459d2f,2024-06-06T07:45:37.707999,"""Why hasn't my order been shipped yet?""",true
ekster,2d4ad3d6-3d39-43d2-97a3-da0b19459d2f,2024-06-06T07:45:37.707999,"""What is being engraved on my order when I did not request engraving?""",true
ekster,2d4ad3d6-3d39-43d2-97a3-da0b19459d2f,2024-06-06T07:45:37.707999,"""When will I receive my order's tracking number?""",true
ekster,7b07b4d1-d35a-4ce9-8f02-3def720f75a9,2024-06-06T07:37:30.641000,"""Why hasn't my order been shipped within the stated 1-2 business days?""",true
ekster,66867620-7fe0-4c46-9a2f-5c900db49b59,2024-06-06T06:32:51.319000,"""When will I receive my order and tracking details?""",false
ekster,d277e7df-9b51-4d6c-bf28-9ac9b5e8ba10,2024-06-06T06:25:30.657999,"""What is the status of my order that has not shipped despite paying for priority shipping?""",false
ekster,9790b914-30d8-4ec1-9438-eaa263a9a5fe,2024-06-06T06:00:24.467000,"""Why was my email not delivered to the intended recipient?""",false
ekster,584887dc-7a51-49fb-a3bc-51ee1e28b1e8,2024-06-06T04:52:53.233999,"""Is the tracker card discreet when combined with the product?""",true
ekster,a2e31a94-ce0f-42f4-9f0a-a75549cbafb2,2024-06-06T03:26:24.588999,"""Has the Ekster support team received and reviewed the issue with my wallet as detailed in the video I sent via WeTransfer?""",false
ekster,4721d1d5-f831-4be8-96de-d543cdfe9092,2024-06-06T03:24:26.076999,"""Why have the cards started falling out of my Ekster wallet?""",true
ekster,6c82f1a2-b020-4c6c-96a0-be98de8422eb,2024-06-06T03:16:53.940000,"""Can a replacement for a defective Chipolo tracker that won't hold a charge be sent to me?""",false
ekster,6c82f1a2-b020-4c6c-96a0-be98de8422eb,2024-06-06T03:16:53.940000,"""What is the estimated time of arrival for the replacement tracker?""",false
ekster,46996e44-f1c8-4488-8a0c-71e2eff25f45,2024-06-06T03:07:26.339999,"""How do I address the issue of my tracker cards not charging even after being left outside in the sun?""",true
ekster,07994658-f211-44f9-afbe-d41a8e501680,2024-06-06T03:06:17.298000,"""How will you resolve the issue with the damaged items I received?""",true
ekster,b80332be-b207-42ff-9e80-9bd98e15329c,2024-06-06T02:33:00.099999,"""How can I update the shipping address for my order that was shipped to the wrong address?""",true
ekster,8f05dd99-d7a7-4666-91ac-4ea961fa5f23,2024-06-06T02:22:37.674999,"""How should I proceed with a warranty claim if I cannot upload a video showing the issue with the wallet on your website?""",false
ekster,13a45087-5367-404e-ac03-a820566d31a6,2024-06-06T00:49:52.059999,"""Is my tracker still under warranty?""",false
ekster,63b34645-7576-4518-b2d9-e8f3bdf3811b,2024-06-06T00:39:23.308000,"""Is my tracker still under warranty as it has stopped working?""",true
ekster,bc1af388-73e9-48d5-8acf-89bee5fb9750,2024-06-06T00:22:16.769000,"""Why has the status of my order not changed for 3 days, and when can I expect to receive my item?""",true
ekster,9d7de37e-b63d-4a2b-90af-44cb9ee03e25,2024-06-06T00:22:10.246999,"""How can I successfully return an item and get a refund to my original payment method?""",false
ekster,5a72c65b-1649-4208-bf2c-d01a83996a21,2024-06-06T00:21:45.489000,"""How do I return an item I received by mistake?""",true
ekster,b3e3106d-7208-4815-8a5f-d1355a62cce9,2024-06-06T00:07:11.374000,"""How do I get a return label for my recent purchase?""",false
ekster,b3fdf109-9cfb-4e0c-b5b9-357362de022f,2024-06-06T00:01:24.651000,"""How can I update the shipping address for my recent order?""",false
ekster,b4eda798-09ee-4934-9411-19f945725993,2024-06-05T23:22:17.250000,"""Is the rest of my order coming, or is the refund final?""",false
ekster,b4eda798-09ee-4934-9411-19f945725993,2024-06-05T23:22:17.250000,"""Can I reorder the items I wanted?""",false
ekster,b4eda798-09ee-4934-9411-19f945725993,2024-06-05T23:22:17.250000,"""Is it okay for me to buy and resell your products?""",false
ekster,8698ae33-37f7-40f8-ac10-e161c5561fb1,2024-06-05T23:09:44.187999,"""Why does the backplate I received with my card wallet not have a thumb notch like the one shown on your website?""",false
ekster,7911ba22-b4ac-454e-baf4-d0219b820952,2024-06-05T22:51:40.785000,"""Can the name be personalized on a wallet after placing the order?""",false
ekster,87fa5554-a511-4236-a8cc-110df69c79a8,2024-06-05T22:01:52.115000,"""Where is my order that was supposed to be delivered?""",false
ekster,87fa5554-a511-4236-a8cc-110df69c79a8,2024-06-05T22:01:52.115000,"""Can you assist with an order that shows as delivered but was never received?""",false
ekster,87fa5554-a511-4236-a8cc-110df69c79a8,2024-06-05T22:01:52.115000,"""What should I do if the local carrier claims they never received my package to deliver?""",false
ekster,be95355e-471b-454c-a9ea-3e74a8e059b4,2024-06-05T21:54:54.841000,"""What are the warranty options for an item received as a gift when I don't have the order number?""",true
ekster,94eaf636-6170-4d6b-a20a-d54a1f64189d,2024-06-05T21:54:41.812000,"""What should I do if my package was supposed to be delivered but is missing?""",true
ekster,017870c3-6201-475a-96cf-0108be936e28,2024-06-05T21:28:37.727999,"""What should I do next since I can't provide a photo of the missing item because it never arrived?""",true
ekster,635187a8-5cd3-463a-97fc-2337e2661b5c,2024-06-05T21:15:26.138999,"""Can you check why there hasn't been any movement on my order's tracking since the day it was shipped?""",true
ekster,7b273954-8350-4249-a963-4405b3458e4c,2024-06-05T21:14:59.039000,"""Can you check if my Tesla key card was accidentally returned with my order?""",false
ekster,115e1ec5-0961-490d-8eda-8bc27fc71dcd,2024-06-05T21:06:04.713999,"""How can I get a refund for a wallet that is coming apart at the seams after a few months?""",true
ekster,a5031e97-7b4d-4a2f-a616-a7e3973dfb87,2024-06-05T20:46:57.009999,"""How do I get the return address for an item I want to return?""",false
ekster,a5031e97-7b4d-4a2f-a616-a7e3973dfb87,2024-06-05T20:46:57.009999,"""What is the cost of returning an item?""",false
ekster,a5031e97-7b4d-4a2f-a616-a7e3973dfb87,2024-06-05T20:46:57.009999,"""Can you provide the return address since it's missing from the Return Portal?""",false
ekster,06ac5d30-f2ae-4b42-a7e7-1c3233cca5b9,2024-06-05T20:46:48.197999,"""What is the process for obtaining a refund for my defective product?""",false
ekster,327d6dcb-d956-45d2-a054-c5ce44b45148,2024-06-05T20:43:17.914999,"""How can I update my shipping address for my order?""",true
ekster,b28f3e15-c2ed-472f-b7a8-e95c365a59c7,2024-06-05T20:43:08.200999,"""Why does the tracking indicate I attempted to pick up my wallet after post office hours when I didn't, and what can be done to locate my package?""",true
